gene_id,gene_symbol,log2fc,log2fc_se,pval,pval_adj,base_mean
ENSG00000197943,PLCG2,5.691668778657237,0.5067825922957441,2.872511893166016e-29,4.809733913917177e-25,1362.700986877795
ENSG00000135636,DYSF,1.412615439983624,0.18073625833103685,5.457428042427643e-15,4.568958757120423e-11,403.12313658525005
ENSG00000173482,PTPRM,3.237150089907372,0.5130595054040948,2.7993434617024535e-10,1.5624068974248626e-06,286.3701411703941
ENSG00000198680,TUSC1,-2.3158387306570183,0.39993949846579957,7.0188623995603624e-09,2.9380958004559677e-05,16.60833526439586
ENSG00000023445,BIRC3,2.9334107654931527,0.5169348917921042,1.3899419930684201e-08,4.0953976557536116e-05,7.199147137185258
ENSG00000259463,ENSG00000259463,-3.5884864566822987,0.6350146434736522,1.5948975318969988e-08,4.0953976557536116e-05,3.524824611118312
ENSG00000259943,ZMPSTE24-DT,-1.8437713994829763,0.32697781760820616,1.7121227657832824e-08,4.0953976557536116e-05,23.790901748986315
ENSG00000203706,SERTAD4-AS1,-2.421220378147677,0.44013102726391473,3.773532561995615e-08,7.898003652256822e-05,16.895431099567123
ENSG00000096060,FKBP5,2.839843000185887,0.5186841312191969,4.3728597141348975e-08,8.135462561497192e-05,407.3449294204242
ENSG00000222031,ENSG00000222031,4.741793459154699,0.8753233373706223,6.05427508094128e-08,0.00010137278195528079,12.813610920988822
ENSG00000280441,ENSG00000280441,3.1364619391939725,0.5843131159084413,7.97134535513989e-08,0.00012133836966042028,8.157956223859715
ENSG00000108106,UBE2S,-1.7385708052904534,0.3287110849082657,1.2295033266571357e-07,0.00017155669751289232,24.150218114080193
ENSG00000140365,COMMD4,-1.2710499668362363,0.24505001763019793,2.1382332807303602e-07,0.0002557833342359144,44.13637216494545
ENSG00000188811,NHLRC3,-1.137971935581397,0.21939501448505408,2.1386566407685147e-07,0.0002557833342359144,221.73911021769547
ENSG00000197982,C1orf122,-1.9296194694441529,0.3735259210471608,2.3920965215633866e-07,0.000267021761047049,176.70925422796344
ENSG00000221932,HEPN1,-2.3790382277747044,0.46323376938649863,2.810681446482065e-07,0.00029413781337434805,205.8635929483051
ENSG00000106355,LSM5,-1.3523542848861645,0.26600160945087137,3.6955254960538393e-07,0.0003639875229760323,28.404670274825847
ENSG00000185666,SYN3,1.6864552788037142,0.3340656572327578,4.458172997823229e-07,0.000414709159308623,64.69789703299976
ENSG00000167588,GPD1,-2.478346778574219,0.4923894957925345,4.820938140722637e-07,0.0004248515169908412,20.30684943746877
ENSG00000103260,METRN,-1.7378255737925887,0.3463536953130201,5.235142018851038e-07,0.00043828608981820894,98.76304754934951
ENSG00000270066,ENSG00000270066,4.28969726242914,0.8657988681983496,7.247484749581583e-07,0.0005778661173666382,10.41548964545089
ENSG00000183943,PRKX,2.539952588607217,0.5167357196109921,8.861026770528337e-07,0.0006744046920260294,64.35511114268941
ENSG00000117318,ID3,-2.6077646041281106,0.5321384144995799,9.557449323341951e-07,0.0006919193381776448,7.256669601595615
ENSG00000132470,ITGB4,3.48577227177272,0.7123610811656602,9.91762070966524e-07,0.0006919193381776448,21.798142900813875
ENSG00000196465,MYL6B,-1.61094765523556,0.3304927439456542,1.0914998293858086e-06,0.0007310429257294392,31.49334440111265
ENSG00000143947,RPS27A,-1.827676969541655,0.3775445719923136,1.292154521990359e-06,0.000804218682064129,131.88434391836427
ENSG00000046889,PREX2,-1.4270446956912581,0.29482925893033846,1.2968170339065625e-06,0.000804218682064129,288.16917378650817
ENSG00000124659,TBCC,-2.189994803527664,0.4543672588544387,1.4364596076845503e-06,0.000859002845395361,11.530405684491466
ENSG00000182117,NOP10,-2.0611598979229666,0.4313004770649121,1.762201498817953e-06,0.0010174586860761312,17.040751181484595
ENSG00000145425,RPS3A,-1.7281914210690712,0.36461312207178154,2.139346465676984e-06,0.0011940405740431808,96.05606911281781
ENSG00000122863,CHST3,1.1783629476939337,0.2494010340710968,2.3037401831015277e-06,0.0012443169556726446,136.8391803701494
ENSG00000109065,NAT9,-1.2956644784224294,0.27502673196884087,2.4644466955665348e-06,0.0012895217334551892,30.374844606022148
ENSG00000246089,MCPH1-DT,-2.4712464215232655,0.5269655136462815,2.7376768702782247e-06,0.0013662294711999558,5.812174182751554
ENSG00000157005,SST,-3.3986731950456277,0.7251487132973654,2.7742356677495517e-06,0.0013662294711999558,6.769592960862199
ENSG00000189337,KAZN,1.5564768122327708,0.33535724481345053,3.4630783185750255e-06,0.001656736667606292,789.8792918155835
ENSG00000198034,RPS4X,-1.6069462349553805,0.34805010933714586,3.8933330384331915e-06,0.0018108324554312598,64.43349732827986
ENSG00000228253,MT-ATP8,3.5723376942074365,0.7761964999041544,4.1772525573967904e-06,0.0018890544870195673,33.46563909087639
ENSG00000272994,C2orf49-DT,-1.4225547719275995,0.3101099298602966,4.491019694756953e-06,0.0018890544870195673,25.94771576781792
ENSG00000107736,CDH23,1.842279855480305,0.40212075789875446,4.618524924501757e-06,0.0018890544870195673,67.20699878792674
ENSG00000147604,RPL7,-1.6640167105978103,0.3633242371749845,4.650266935558115e-06,0.0018890544870195673,57.20878665604134
ENSG00000049089,COL9A2,-1.508656760867344,0.3295547453088245,4.697482191440299e-06,0.0018890544870195673,164.60051784295533
ENSG00000198963,RORB,1.8797736446603024,0.41078543484916374,4.738430987507275e-06,0.0018890544870195673,66.69369867492436
ENSG00000101856,PGRMC1,-1.5570101831900134,0.34165941744309636,5.184013923826861e-06,0.001993853756519993,107.55684524285378
