gene_symbol,logfc,pval,pval_adj,scores,ensembl_id
PLCG2,6.089084,0.0,0.0,100.06551,ENSG00000197943
FKBP5,4.0605288,0.0,0.0,84.88388,ENSG00000096060
XIST,10.682175,0.0,0.0,82.358574,ENSG00000229807
ZBTB16,2.152609,0.0,0.0,68.44476,ENSG00000109906
DIP2C,1.269922,0.0,0.0,64.882965,ENSG00000151240
MT-ND3,3.1021316,0.0,0.0,61.50939,ENSG00000198840
NFASC,1.3796651,0.0,0.0,56.382217,ENSG00000163531
SORT1,1.1917874,0.0,0.0,55.62344,ENSG00000134243
KCNMB4,1.946488,0.0,0.0,55.02183,ENSG00000135643
MT-ND4,2.434552,0.0,0.0,53.993706,ENSG00000198886
LRRC1,1.7474384,0.0,0.0,53.42658,ENSG00000137269
ERBIN,0.9201716,0.0,0.0,53.122974,ENSG00000112851
MT-ATP6,2.449228,0.0,0.0,52.93934,ENSG00000198899
NEAT1,1.1798466,0.0,0.0,52.6281,ENSG00000245532
PRUNE2,0.9380458,0.0,0.0,52.57569,ENSG00000106772
MAN2A1,1.006809,0.0,0.0,52.38456,ENSG00000112893
ELMO1,0.6650356,0.0,0.0,49.43614,ENSG00000155849
MT-CO2,1.9856188,0.0,0.0,49.34629,ENSG00000198712
NDRG1,1.5542724,0.0,0.0,48.792496,ENSG00000104419
EPCAM-DT,2.2461822,0.0,0.0,48.637512,ENSG00000234690
PIP4K2A,0.60825634,0.0,0.0,48.115765,ENSG00000150867
SLC22A23,1.4562098,0.0,0.0,47.537373,ENSG00000137266
KDM6A,1.3814485,0.0,0.0,47.506588,ENSG00000147050
CLMN,0.9310403,0.0,0.0,47.247906,ENSG00000165959
MT-ND1,2.6567302,0.0,0.0,47.199482,ENSG00000198888
AGAP1,0.68077916,0.0,0.0,47.198647,ENSG00000157985
KCNIP4,1.5153115,0.0,0.0,47.04744,ENSG00000185774
MT-ND2,2.4477189,0.0,0.0,46.462944,ENSG00000198763
NCAM1,0.6861957,0.0,0.0,46.182507,ENSG00000149294
FAM53B,1.6074752,0.0,0.0,46.145103,ENSG00000189319
BCL2,2.167137,0.0,0.0,45.46456,ENSG00000171791
ZNF652,1.4715157,0.0,0.0,45.04792,ENSG00000198740
KAZN,1.6453156,0.0,0.0,44.74223,ENSG00000189337
MT-CO3,1.7836003,0.0,0.0,44.366028,ENSG00000198938
EFHD1,1.4577887,0.0,0.0,43.943302,ENSG00000115468
NRG3,1.7352793,0.0,0.0,43.940594,ENSG00000185737
SPOCK1,0.8160404,0.0,0.0,43.89019,ENSG00000152377
HSP90AA1,1.2033242,0.0,0.0,43.635876,ENSG00000080824
MAPT,1.2094103,0.0,0.0,43.232784,ENSG00000186868
OTUD7A,0.9736082,0.0,0.0,43.092346,ENSG00000169918
OPCML,1.7962844,0.0,0.0,42.185196,ENSG00000183715
XPO1,1.6330853,0.0,0.0,41.892727,ENSG00000082898
MSI2,1.6301848,0.0,0.0,41.529465,ENSG00000153944
DOCK5,0.6893595,0.0,0.0,41.30938,ENSG00000147459
ENSG00000286749,1.5246649,0.0,0.0,41.05521,ENSG00000286749
QDPR,1.0859345,0.0,0.0,40.91626,ENSG00000151552
PTPRM,3.1400998,0.0,0.0,40.64735,ENSG00000173482
ATXN1,0.94219,0.0,0.0,40.39321,ENSG00000124788
DIP2B,0.7101901,0.0,0.0,40.3551,ENSG00000066084
CSMD1,1.3787582,0.0,0.0,39.891495,ENSG00000183117
CEDORA,1.4322228,0.0,0.0,39.83799,ENSG00000260788
PTPN13,1.4705235,0.0,0.0,39.459538,ENSG00000163629
CDKL1,1.70449,0.0,0.0,39.154476,ENSG00000100490
CREBRF,1.6858263,0.0,0.0,39.090065,ENSG00000164463
BBS2,1.3974575,0.0,0.0,38.74451,ENSG00000125124
PRKCA,1.5916535,0.0,0.0,38.69763,ENSG00000154229
NALF1,1.6224979,0.0,0.0,38.279537,ENSG00000204442
APOLD1,2.1200402,0.0,0.0,38.17165,ENSG00000178878
AGO2,1.3862141,0.0,0.0,37.7842,ENSG00000123908
SNTG1,1.9779557,3.66282496542187e-305,1.4985481195611362e-302,37.340157,ENSG00000147481
BCL6,2.9073913,1.0510136923845334e-304,4.252167840789515e-302,37.311935,ENSG00000113916
WWOX,1.0577503,2.606886556912122e-304,1.0430983880251009e-301,37.2876,ENSG00000186153
PHACTR3,0.9985688,5.25930243844236e-302,2.0815404390061218e-299,37.145103,ENSG00000087495
TACC1,1.1625688,1.7450229473337493e-299,6.832233931001772e-297,36.98862,ENSG00000147526
JAKMIP3,1.521131,5.060064644873108e-299,1.9600752537140383e-296,36.95985,ENSG00000188385
PREX1,1.1213485,1.8967828005326435e-298,7.270068982420485e-296,36.924107,ENSG00000124126
HSPA1A,2.2998118,3.4080041131390185e-296,1.2793015027589478e-293,36.78335,ENSG00000204389
ENSG00000286558,1.9469638,1.0078543876958807e-295,3.7446932617124906e-293,36.753883,ENSG00000286558
DOCK9,0.84920734,1.6907177290134811e-292,6.218425651397866e-290,36.551456,ENSG00000088387
MT-CYB,1.5708221,4.367061870077167e-290,1.5901345681324978e-287,36.3993,ENSG00000198727
FRMD4A,1.3756607,2.6667831541544376e-288,9.519892961673665e-286,36.28624,ENSG00000151474
ENSG00000261329,1.3236804,1.1043741316424014e-286,3.904123386540109e-284,36.183556,ENSG00000261329
PDS5B,1.3118434,1.6152908296947225e-285,5.601520922937546e-283,36.109394,ENSG00000083642
PAPOLA,1.3676392,1.5468240521442365e-284,5.313486545912825e-282,36.046818,ENSG00000090060
TOB2,1.5528148,8.936029514580528e-283,3.0409224923823003e-280,35.934196,ENSG00000183864
ADARB2,1.2546268,3.1197995212202706e-282,1.0518346311728934e-279,35.899414,ENSG00000185736
SNHG14,0.8633178,1.1666897785096542e-281,3.897386074779223e-279,35.862682,ENSG00000224078
CHORDC1,1.6618748,1.7481247079260822e-281,5.786610624091319e-279,35.851414,ENSG00000110172
CHST3,1.8796991,8.356180060356904e-277,2.7411281834028433e-274,35.54984,ENSG00000122863
PTGES3,1.5033578,1.58967960807135e-276,5.168161954383393e-274,35.531757,ENSG00000110958
RALYL,1.5533277,1.6233240361355358e-276,5.230838478209481e-274,35.53117,ENSG00000184672
B3GAT1,1.321187,6.442321413618467e-266,2.0222224768334107e-263,34.838123,ENSG00000109956
RBFOX1,1.0888156,2.429010012731406e-265,7.55941133192957e-263,34.800037,ENSG00000078328
TBCD,1.5952536,7.697980813976864e-265,2.3554527512481142e-262,34.766903,ENSG00000141556
PRKX,4.0439615,4.93978565764599e-263,1.498895628051715e-260,34.6471,ENSG00000183943
MICAL3,1.0225632,1.221410978240206e-261,3.675538556998544e-259,34.554466,ENSG00000243156
ENSG00000273118,2.4407964,1.5680998089037376e-261,4.6801352657215485e-259,34.54724,ENSG00000273118
ARHGAP23,1.1565946,4.829493349706705e-259,1.4296870882074842e-256,34.38112,ENSG00000275832
ALDH3A2,1.9723462,5.601008640958586e-259,1.6447090857627745e-256,34.376812,ENSG00000072210
SLC39A11,0.96018666,7.581407460051942e-259,2.2084336674832906e-256,34.36801,ENSG00000133195
TMPRSS5,2.9447083,1.4481732510208772e-258,4.1849908266803323e-256,34.34919,ENSG00000166682
LRP4,1.549981,7.777627450098322e-257,2.2299131552203157e-254,34.23312,ENSG00000134569
ZCCHC24,1.1542258,2.0294550952617288e-255,5.773165541302349e-253,34.13779,ENSG00000165424
FGF14,1.4720418,5.909009258596068e-253,1.6678980242170544e-250,33.97132,ENSG00000102466
MT-CO1,1.2469827,3.5052866108992727e-252,9.818038159697256e-250,33.91892,ENSG00000198804
DLGAP1,1.3541682,9.26542658381876e-250,2.575364219618387e-247,33.754234,ENSG00000170579
CPQ,1.0397551,3.0054360015734506e-248,8.228115465360338e-246,33.651093,ENSG00000104324
NUFIP2,1.3294219,1.097361030068443e-247,2.981873867675533e-245,33.612617,ENSG00000108256
NCAM2,0.60573846,9.783125411051564e-246,2.6192879593177175e-243,33.478878,ENSG00000154654
NCOR2,1.2984165,2.030002573627381e-244,5.395361584738701e-242,33.388256,ENSG00000196498
BCL2L1,1.2887534,9.89321443169771e-244,2.6103748107751958e-241,33.340828,ENSG00000171552
SEMA4B,3.0822005,1.417150600458064e-243,3.712322853516477e-241,33.33006,ENSG00000185033
IKZF2,1.3016801,1.5234597085884188e-243,3.962301064937251e-241,33.32789,ENSG00000030419
MIR29B2CHG,1.8639253,2.6552595025336202e-241,6.808683732834801e-239,33.17282,ENSG00000203709
CD22,1.0530598,1.0222110704191328e-240,2.6028496151119904e-238,33.1322,ENSG00000012124
KHDRBS3,1.6505404,6.83938142651619e-239,1.72941358682158e-236,33.005203,ENSG00000131773
GPRC5B,0.87254494,1.2983213374493962e-238,3.2603087268418908e-236,32.985798,ENSG00000167191
IGF1R,1.1989545,3.399265569027893e-238,8.477675198592029e-236,32.95663,ENSG00000140443
HDAC4,1.1362214,4.249597134116311e-237,1.0526281010030145e-234,32.87997,ENSG00000068024
ZDHHC20,1.0509058,1.6354228378533264e-235,4.0235821872915753e-233,32.768867,ENSG00000180776
HPN-AS1,1.4123017,1.9750524748927232e-234,4.794374047719589e-232,32.692825,ENSG00000227392
DYSF,1.4775513,2.138052674714011e-233,5.155680396800434e-231,32.619957,ENSG00000135636
PCSK6,0.9649131,5.343326642472062e-233,1.2800079585900838e-230,32.591892,ENSG00000140479
NBEA,1.1296456,6.032728484259221e-230,1.435710520057822e-227,32.375706,ENSG00000172915
RHOBTB3,1.455549,1.1271991666571783e-228,2.665167276384492e-226,32.28524,ENSG00000164292
AMD1,1.1271273,2.4002900141104142e-228,5.638668386696025e-226,32.26184,ENSG00000123505
LINC00862,1.4508919,7.027944974873914e-228,1.6403944386224934e-225,32.228558,ENSG00000203721
ITPK1,1.318523,2.140389999655445e-227,4.9640688323219146e-225,32.194016,ENSG00000100605
DOCK1,0.7986847,8.595341694078449e-227,1.9808454542074965e-224,32.150845,ENSG00000150760
BNIP3L,1.3013211,7.434703969957121e-225,1.6919527559629916e-222,32.011955,ENSG00000104765
CNTNAP2,1.161512,2.1010299352095504e-223,4.722389012398157e-221,31.907505,ENSG00000174469
PACS2,1.0986526,1.0085579221569859e-222,2.2529822737165752e-220,31.858353,ENSG00000179364
SLC38A2,1.1693733,1.4081836094571183e-221,3.1075625204577325e-219,31.775574,ENSG00000134294
ABCA6,2.5728095,1.2761502715854594e-220,2.7824660891598647e-218,31.7062,ENSG00000154262
TAFA5,1.6456379,2.025426423700879e-218,4.3638950851950534e-216,31.54614,ENSG00000219438
SEM1,1.3557421,4.147632104271207e-217,8.883740010630778e-215,31.45038,ENSG00000127922
MKLN1,0.8320713,6.536691596703435e-217,1.3918948211647104e-214,31.435928,ENSG00000128585
TIAM2,1.3742983,1.0735712196872905e-216,2.272725305305443e-214,31.420156,ENSG00000146426
SGK1,0.8000921,1.2816965725505095e-216,2.6976378959369454e-214,31.414522,ENSG00000118515
L3MBTL4,1.0309527,1.630488963132592e-216,3.412032421010571e-214,31.406868,ENSG00000154655
MYO18A,1.3175445,2.799308077011665e-216,5.824480325722785e-214,31.389671,ENSG00000196535
SPATA13,1.0626552,6.737123449586927e-216,1.3859442883975097e-213,31.361708,ENSG00000228741
STAT3,1.5217596,9.615546614349842e-215,1.9669735018073396e-212,31.276915,ENSG00000168610
ELAVL3,1.095873,1.0019159219548124e-212,2.026764586123257e-210,31.12816,ENSG00000196361
CNTN5,1.7612653,1.668876168151218e-212,3.357299394183544e-210,31.111782,ENSG00000149972
SORBS1,1.8403414,2.598636985376894e-212,5.198987357777114e-210,31.097559,ENSG00000095637
DSCAM,2.0499878,7.40593933540932e-212,1.4735795796771812e-209,31.063898,ENSG00000171587
HP1BP3,0.9555709,3.831588906653228e-210,7.5823812646226815e-208,30.936735,ENSG00000127483
PCGF5,0.9967172,1.179427951983676e-207,2.308888741270409e-205,30.751173,ENSG00000180628
TENM2,1.7046038,5.097161916599276e-206,9.872226580170896e-204,30.628584,ENSG00000145934
KCNQ5,1.5786994,6.571847499432397e-205,1.2661064081975262e-202,30.545084,ENSG00000185760
NDUFAF6,1.3757194,2.8722246059336302e-204,5.504391702697649e-202,30.496813,ENSG00000156170
RPS6KA2,1.2595555,8.353990418099e-204,1.5925942361456588e-201,30.46182,ENSG00000071242
DCC,1.891193,2.0919739953248422e-203,3.9467853428895414e-201,30.431704,ENSG00000187323
ELF2,0.8960463,2.148799265194463e-203,4.033096847642308e-201,30.430824,ENSG00000109381
ITPRID2,1.4265968,2.0814405734780994e-202,3.8866366236658744e-200,30.356194,ENSG00000138434
H2AC6,1.3893743,2.2063253502002253e-202,4.0988121760964597e-200,30.354277,ENSG00000180573
IRS2,1.749103,7.071372958642924e-202,1.3070194526401328e-199,30.315922,ENSG00000185950
AFDN,1.069372,6.800539200176149e-200,1.2381061667840697e-197,30.165094,ENSG00000130396
TNRC6B,0.8013963,2.333148269696435e-199,4.226596756029184e-197,30.124243,ENSG00000100354
RUFY3,0.9731017,1.5216289249248244e-196,2.7159584516844463e-194,29.908588,ENSG00000018189
PTPRJ,0.9586665,1.5572110959262444e-196,2.765910752432508e-194,29.907818,ENSG00000149177
JADE2,1.9852788,3.9103514104451255e-195,6.911830852287763e-193,29.799969,ENSG00000043143
ZDHHC11B,1.6022985,4.422688734096763e-194,7.742256835862083e-192,29.718548,ENSG00000206077
ARHGAP17,1.1807834,1.6318276294886207e-192,2.842971657652615e-190,29.597029,ENSG00000140750
KLF15,2.470212,4.250723010234029e-192,7.370348868982928e-190,29.5647,ENSG00000163884
ITGB8,1.041898,5.736961282036797e-192,9.900200673058003e-190,29.554567,ENSG00000105855
KIRREL3,0.829665,6.957827165182294e-192,1.1950396355595174e-189,29.548046,ENSG00000149571
SSBP3,1.2831429,5.636006971081772e-189,9.58963952481446e-187,29.320784,ENSG00000157216
CTIF,1.1537935,3.756299687654359e-188,6.361599266366071e-186,29.256094,ENSG00000134030
NTRK2,1.1935314,1.477902857728529e-187,2.4913610581301482e-185,29.209291,ENSG00000148053
DPP10,0.97144705,4.027476767243593e-187,6.757994656630125e-185,29.17499,ENSG00000175497
TNKS,0.88287467,6.932553576612168e-187,1.1579272515211113e-184,29.156391,ENSG00000173273
ADIPOR2,0.76219517,1.784249765978271e-186,2.966580021863051e-184,29.123987,ENSG00000006831
KANSL1L,1.0591639,2.1086877088058907e-186,3.4900698569563677e-184,29.118256,ENSG00000144445
FXR1,1.0275599,1.490372148607471e-185,2.4555398495518204e-183,29.0511,ENSG00000114416
PDK4,1.3978578,1.4201124203478343e-184,2.329240245482223e-182,28.97349,ENSG00000004799
CDK19,0.67556995,9.321044689295514e-184,1.5084350187850143e-181,28.908554,ENSG00000155111
CTNNA1,1.0138787,1.1249948208210579e-183,1.8125359033511664e-181,28.902056,ENSG00000044115
DDX17,0.6864523,2.465303677152304e-183,3.9544774225757574e-181,28.87493,ENSG00000100201
PXK,0.54437155,3.241036051447993e-183,5.175991434444049e-181,28.865465,ENSG00000168297
DAB1,1.8016933,9.994681953378081e-182,1.5891980754864747e-179,28.74658,ENSG00000173406
PPM1K,1.2448988,1.219551522104958e-181,1.930709131429814e-179,28.739664,ENSG00000163644
CCSER1,1.6239755,1.85076943529926e-181,2.9173253973210674e-179,28.725164,ENSG00000184305
KLF9,1.854507,6.736162873020947e-181,1.0481930022753791e-178,28.68021,ENSG00000119138
INPP5A,1.4977249,1.2800450052293254e-180,1.9833616481025613e-178,28.657843,ENSG00000068383
CLIP2,1.0183313,4.69065417119088e-180,7.237122867856031e-178,28.612545,ENSG00000106665
PIEZO2,0.88266367,6.350558171550374e-180,9.75681536466212e-178,28.601969,ENSG00000154864
GRB10,1.0938818,5.395959585831494e-178,8.255364724340184e-176,28.44642,ENSG00000106070
FOXP1,0.8998722,1.462498426208173e-177,2.228137769669121e-175,28.411392,ENSG00000114861
KCNMA1,1.9342706,3.477658541653655e-177,5.25429472276734e-175,28.380924,ENSG00000156113
ARAP2,0.52561,7.104937342151703e-177,1.0690288367868918e-174,28.355772,ENSG00000047365
ACTN4,1.0226473,1.257975709964131e-176,1.884996360132261e-174,28.335642,ENSG00000130402
GNAO1,0.7831317,2.7694585419775856e-176,4.132849361905239e-174,28.307814,ENSG00000087258
KLC1,1.0268747,5.21080480980867e-176,7.744319376928706e-174,28.285503,ENSG00000126214
METTL7A,2.160221,6.908873831972866e-175,1.022625666543886e-172,28.194092,ENSG00000185432
CORO2B,1.0561223,4.588767623934995e-174,6.73734704527101e-172,28.126942,ENSG00000103647
KLHL3,1.1042286,1.592430410318989e-173,2.328657674720282e-171,28.082726,ENSG00000146021
TPPP,1.0382987,1.6606472825126725e-172,2.418699554034057e-170,27.999222,ENSG00000171368
PAK2,1.0916611,4.069235447392452e-172,5.879722266287856e-170,27.967234,ENSG00000180370
MT-ND5,2.2963588,4.698520141354343e-172,6.762154758379222e-170,27.9621,ENSG00000198786
ATRNL1,1.2664788,2.0897262206488496e-171,2.995713037254563e-169,27.908745,ENSG00000107518
PANTR1,1.1080358,2.6963823414409345e-171,3.8502225026096983e-169,27.899622,ENSG00000233639
FLCN,1.4572171,3.656931221701928e-171,5.2014132673676017e-169,27.888712,ENSG00000154803
EHBP1,1.1609191,3.0937279392173977e-170,4.383222635127778e-168,27.81214,ENSG00000115504
ARHGAP35,1.0150595,3.7158550840880324e-170,5.244252531853234e-168,27.80556,ENSG00000160007
RALGAPA2,1.1295729,1.0528951367879192e-169,1.4802323444294098e-167,27.768124,ENSG00000188559
NFIC,1.1660796,1.689870700816586e-169,2.3665989214666743e-167,27.751102,ENSG00000141905
UBE4B,0.85695004,3.0410354587937475e-169,4.242535751938618e-167,27.72995,ENSG00000130939
SYT1,0.96631616,3.7092487520340845e-169,5.155006319048285e-167,27.722795,ENSG00000067715
CELF2,1.33659,4.793096083080004e-168,6.63597774057449e-166,27.630459,ENSG00000048740
HSPH1,1.6880013,8.309207333262896e-168,1.1460411265862446e-165,27.610565,ENSG00000120694
SYNE1,1.160499,1.3345501160797548e-167,1.833722219875322e-165,27.59342,ENSG00000131018
STAG1,0.8866467,1.5656306414072801e-167,2.1431482298842814e-165,27.58764,ENSG00000118007
ANLN,0.7255301,5.5223732583198854e-167,7.531110677226354e-165,27.541971,ENSG00000011426
KIF19,2.325116,7.425681769988663e-167,1.0088952410777134e-164,27.53123,ENSG00000196169
TXNIP,1.4323014,1.1947141557104012e-166,1.6171721872761015e-164,27.513975,ENSG00000265972
ATP11A,0.93534154,2.64431438557427e-166,3.5661027928714934e-164,27.48512,ENSG00000068650
SH3RF1,1.1588993,9.603812134872213e-166,1.2903837913467419e-163,27.43822,ENSG00000154447
CNTN1,1.5530763,1.533265269343457e-165,2.052546139240219e-163,27.421186,ENSG00000018236
NEO1,0.7196871,7.228818977623993e-165,9.641602806345965e-163,27.364653,ENSG00000067141
RPTOR,1.0732691,6.041559868187647e-164,8.028659778118562e-162,27.287058,ENSG00000141564
SHTN1,0.40848812,2.6943623757263585e-163,3.5417733871822443e-161,27.232285,ENSG00000187164
FRYL,0.4034263,1.6770258904373108e-162,2.19654196843897e-160,27.16515,ENSG00000075539
ENSG00000287306,1.3349576,1.5457191720678973e-161,2.0173020248507626e-159,27.083376,ENSG00000287306
KIF1A,1.2331192,1.6208750409373556e-161,2.1078322139503926e-159,27.081625,ENSG00000130294
LRP2,0.89698285,4.834463699553883e-160,6.242286958445247e-158,26.95613,ENSG00000081479
ZSWIM6,0.63168126,1.0213513022655749e-159,1.3141146154803575e-157,26.928408,ENSG00000130449
TNRC6C,0.7919469,2.639912673013759e-159,3.384665501752711e-157,26.893167,ENSG00000078687
NCKAP5,0.50070506,9.794328903469311e-158,1.2513372071337705e-155,26.758648,ENSG00000176771
PKD1,1.3103181,1.549748339867441e-157,1.9730572220717923e-155,26.741516,ENSG00000008710
XYLT1,1.9227483,2.8560961409003512e-157,3.623560023779219e-155,26.718678,ENSG00000103489
HNRNPU,0.91012996,1.6763417915278687e-156,2.1194082400386377e-154,26.65245,ENSG00000153187
RAB11FIP4,1.0877491,5.311211516690202e-156,6.691758953139227e-154,26.60921,ENSG00000131242
KAT2B,0.8578755,2.090061387094871e-155,2.6152342002370596e-153,26.557747,ENSG00000114166
PDS5A,0.93892014,2.2384262956411736e-155,2.79128692729063e-153,26.555168,ENSG00000121892
ZHX2,0.87231195,8.216571734010643e-155,1.021098327572681e-152,26.506224,ENSG00000178764
PPP4R2,0.94818854,9.41271068769095e-155,1.1657674202727988e-152,26.501102,ENSG00000163605
FBXO32,1.1437706,1.2276050836767734e-154,1.515239196841989e-152,26.491093,ENSG00000156804
PCMTD2,1.1761651,2.3343386168311752e-154,2.871551949866782e-152,26.466858,ENSG00000203880
MAT2A,0.98247945,3.206638084209924e-154,3.931316697718914e-152,26.454876,ENSG00000168906
RYR2,0.96989346,9.70246577650706e-153,1.1855241068932049e-150,26.325857,ENSG00000198626
FAM193A,1.0719587,2.0568285227166536e-151,2.488147513925541e-149,26.209763,ENSG00000125386
MPDZ,0.85945946,9.992897428738672e-151,1.2048390105140148e-148,26.14947,ENSG00000107186
HSPA1B,3.012574,2.0414544742333367e-150,2.4532488553064114e-148,26.122177,ENSG00000204388
KIZ,0.9068312,2.075795049394456e-150,2.486310833504965e-148,26.12154,ENSG00000088970
PPFIBP2,1.1023551,2.8090921534274353e-150,3.35359552428196e-148,26.109972,ENSG00000166387
DNAJB6,1.0961504,3.172958245394719e-150,3.77561292912786e-148,26.105314,ENSG00000105993
KIF6,0.85462594,9.99766867929407e-150,1.1857821236171197e-147,26.061378,ENSG00000164627
TLE4,0.81780314,1.0166627066268307e-149,1.201906573821304e-147,26.060736,ENSG00000106829
DNMT3A,0.99768615,1.3037383043840642e-149,1.5363015902664255e-147,26.051205,ENSG00000119772
KAT6A,0.9185937,2.8669195520197303e-148,3.367428217036852e-146,25.932474,ENSG00000083168
ACSL1,1.0517141,3.0392816909112705e-148,3.5584027308508416e-146,25.930225,ENSG00000151726
RAB11FIP3,1.2538058,3.171022395651674e-148,3.700745752258614e-146,25.92859,ENSG00000090565
STXBP5L,1.4477818,2.8182544435814354e-147,3.2680981146397206e-145,25.844322,ENSG00000145087
ADGRB3,0.6073539,5.622810895766255e-147,6.479043997994963e-145,25.817623,ENSG00000135298
ZFAND5,1.3063941,1.1691790629834803e-146,1.3387467937532858e-144,25.789295,ENSG00000107372
KDM4B,1.1445451,1.8197677659934e-146,2.0771593697602408e-144,25.77216,ENSG00000127663
SERPINI1,1.0127611,5.27476347524381e-146,6.00202148939305e-144,25.730896,ENSG00000163536
CLIP4,0.850826,1.3774184066005437e-145,1.5575950006564906e-143,25.69362,ENSG00000115295
STIP1,2.0830746,1.583435999717562e-145,1.7850176972667452e-143,25.688204,ENSG00000168439
CNOT2,0.8401382,2.9196034081193547e-145,3.2811296079148747e-143,25.66441,ENSG00000111596
HSPA12A,1.1010034,8.890157684991747e-145,9.960259126951368e-143,25.621052,ENSG00000165868
GPM6A,1.1503932,3.0631114490621785e-144,3.410826118753885e-142,25.572798,ENSG00000150625
RPS6KA5,0.8979401,5.266376260959716e-144,5.846319890672719e-142,25.55163,ENSG00000100784
ZBTB7A,1.1868834,7.124001693004084e-144,7.88447263360683e-142,25.539822,ENSG00000178951
THRA,1.1831751,1.0445174856080854e-143,1.1525142632109575e-141,25.524857,ENSG00000126351
ATOSA,0.9857011,1.5739205071199714e-143,1.7314076587689548e-141,25.508812,ENSG00000047346
FCHO1,1.0122024,1.622493871964514e-143,1.7794652670473458e-141,25.507622,ENSG00000130475
SMYD3,1.1291192,3.526826689939057e-143,3.856420823845674e-141,25.477211,ENSG00000185420
MIB1,0.9935975,1.3279328962438675e-142,1.4476854077255e-140,25.4252,ENSG00000101752
ECE1,1.5441976,2.6694246231523053e-142,2.9014653545737833e-140,25.397764,ENSG00000117298
CADM1,0.64901686,3.827537773592141e-142,4.147866232501103e-140,25.383595,ENSG00000182985
PPM1B,0.77234113,7.147095392268782e-142,7.722256303361748e-140,25.359018,ENSG00000138032
MTURN,0.96565175,4.607970937303864e-141,4.964066206186636e-139,25.285534,ENSG00000180354
SOX10,0.9710246,7.234578791325378e-141,7.770663213856628e-139,25.267717,ENSG00000100146
CXXC5,1.107873,7.848350379984826e-141,8.405121589294339e-139,25.264498,ENSG00000171604
FGF12,1.2261959,4.744301075455096e-140,5.051154700569326e-138,25.193295,ENSG00000114279
MACF1,0.6736919,1.0829916013496827e-139,1.149676098785558e-137,25.160563,ENSG00000127603
CPEB3,0.9893396,1.2443461410186886e-139,1.3171259211271072e-137,25.15505,ENSG00000107864
RFX3,0.9050751,2.0732899072678432e-139,2.1881922348822236e-137,25.134779,ENSG00000080298
SCAPER,0.8169037,1.5308848022808544e-138,1.6017982017428295e-136,25.055237,ENSG00000140386
PEX5L,0.4195598,2.4714746129126423e-138,2.5785482408416944e-136,25.036142,ENSG00000114757
NFIB,0.8985297,2.894604741147693e-138,3.0113813667048516e-136,25.02984,ENSG00000147862
CBFB,0.93940043,4.588472357025976e-138,4.759984486154696e-136,25.011457,ENSG00000067955
NACC2,1.5178198,1.1011681513221183e-137,1.1390833728960504e-135,24.976488,ENSG00000148411
PLCL1,0.4249922,5.719882480156594e-137,5.90006688009807e-135,24.910542,ENSG00000115896
KIAA1958,0.8767128,7.9507517536109325e-137,8.178044430861053e-135,24.897339,ENSG00000165185
EMSY,1.0122522,1.8930896476814975e-136,1.9417233873627798e-134,24.862526,ENSG00000158636
LRRTM4,0.87374455,2.1404366468648975e-136,2.1892578422933888e-134,24.857594,ENSG00000176204
SILC1,0.7799214,2.7580065613572923e-136,2.8130121824129334e-134,24.84741,ENSG00000232044
ARHGAP32,1.0009347,2.2170050810261984e-135,2.2486236493127004e-133,24.763523,ENSG00000134909
BAHCC1,1.573887,5.988270603356806e-135,6.056803033595223e-133,24.72343,ENSG00000266074
GTF2IRD1,1.8699805,6.608176659009241e-135,6.665288878333642e-133,24.719452,ENSG00000006704
BANP,1.3036448,1.8055214552681665e-134,1.8110922101714735e-132,24.678823,ENSG00000172530
FIGN,1.0179188,3.1933721231736113e-134,3.18567303421911e-132,24.655745,ENSG00000182263
SUGT1,1.0515009,6.148284814438065e-134,6.116703460746416e-132,24.629204,ENSG00000165416
MYT1L,1.9647669,6.420094215953717e-134,6.369713095130973e-132,24.62745,ENSG00000186487
DLGAP2,1.6116084,1.0520380717801401e-133,1.0409459312407191e-131,24.607422,ENSG00000198010
KMT2E,0.75934476,1.8919948252919446e-133,1.86697332191139e-131,24.5836,ENSG00000005483
CDH18,1.5978059,2.1121011847484744e-133,2.078535901055715e-131,24.57913,ENSG00000145526
SVIP,1.0114883,3.662382162202836e-133,3.594465209976541e-131,24.55676,ENSG00000198168
CORO1C,0.99636513,3.882137629403716e-133,3.7999031011249486e-131,24.554392,ENSG00000110880
PHF3,0.87251043,4.6757220333767966e-133,4.564407256818121e-131,24.54683,ENSG00000118482
FMNL3,2.5384862,4.852053781257763e-133,4.723876531635232e-131,24.545322,ENSG00000161791
GIT1,1.3098515,1.8854290022016328e-132,1.8307264220844227e-130,24.490053,ENSG00000108262
DSCAML1,0.63175666,2.5174830437011764e-132,2.437941292214022e-130,24.478266,ENSG00000177103
PRRC2C,0.884049,2.856907634921736e-132,2.759302939065524e-130,24.473106,ENSG00000117523
RIMS2,1.1350701,5.156799622226302e-132,4.9674441228704795e-130,24.449003,ENSG00000176406
PDE1C,0.44483358,1.0860294845474881e-131,1.043390648848104e-129,24.418571,ENSG00000154678
MAP4K3,0.8674316,1.4140131810180443e-131,1.3513660878537802e-129,24.40778,ENSG00000011566
AEBP2,0.98750055,1.5857779407820151e-131,1.5115535701506477e-129,24.40309,ENSG00000139154
GPC5,2.581136,3.4106134260444407e-131,3.242487103632642e-129,24.37174,ENSG00000179399
