gene_symbol,logfc,pval,pval_adj,scores,ensembl_id
FKBP5,4.1998057,0.0,0.0,80.392296,ENSG00000096060
PLCG2,3.711153,0.0,0.0,72.81843,ENSG00000197943
ZBTB16,1.9400679,0.0,0.0,58.71946,ENSG00000109906
SPOCK1,1.10217,0.0,0.0,52.910755,ENSG00000152377
MT-CO2,2.6227987,0.0,0.0,52.841743,ENSG00000198712
MT-ND3,3.3199744,0.0,0.0,50.824665,ENSG00000198840
DIP2C,0.98879147,0.0,0.0,50.52731,ENSG00000151240
ERBIN,0.9144503,0.0,0.0,50.146008,ENSG00000112851
MT-ND4,2.8940928,0.0,0.0,50.083954,ENSG00000198886
NEAT1,1.1334162,0.0,0.0,49.55027,ENSG00000245532
LRRC1,1.6164645,0.0,0.0,46.253498,ENSG00000137269
MT-ATP6,2.549451,0.0,0.0,45.75999,ENSG00000198899
ZNF652,1.5915204,0.0,0.0,45.71974,ENSG00000198740
XIST,12.650958,0.0,0.0,45.308105,ENSG00000229807
MT-ND2,2.908514,0.0,0.0,44.52581,ENSG00000198763
SORT1,0.9835825,0.0,0.0,44.345562,ENSG00000134243
NFASC,1.1069175,0.0,0.0,44.20574,ENSG00000163531
NCAM1,0.7215287,0.0,0.0,43.43433,ENSG00000149294
CEDORA,1.712056,0.0,0.0,43.39172,ENSG00000260788
EFHD1,1.564156,0.0,0.0,43.386803,ENSG00000115468
KAZN,1.6050266,0.0,0.0,43.375793,ENSG00000189337
OTUD7A,1.02118,0.0,0.0,43.085056,ENSG00000169918
PIP4K2A,0.5717262,0.0,0.0,42.745247,ENSG00000150867
EPCAM-DT,2.050728,0.0,0.0,42.479256,ENSG00000234690
PRUNE2,0.83494097,0.0,0.0,42.213825,ENSG00000106772
KCNMB4,1.5816867,0.0,0.0,41.423573,ENSG00000135643
BCL2,2.1907723,0.0,0.0,41.409233,ENSG00000171791
CLMN,0.88673055,0.0,0.0,41.390797,ENSG00000165959
MAN2A1,0.8116573,0.0,0.0,40.152157,ENSG00000112893
NDRG1,1.3078958,0.0,0.0,39.368904,ENSG00000104419
ELMO1,0.5742891,0.0,0.0,39.274124,ENSG00000155849
CDKL1,1.7842999,0.0,0.0,39.19105,ENSG00000100490
MT-CYB,2.2509496,0.0,0.0,39.124844,ENSG00000198727
MT-CO1,1.8866644,0.0,0.0,39.020836,ENSG00000198804
PLCL1,0.7417425,0.0,0.0,38.877453,ENSG00000115896
ATXN1,0.9576459,0.0,0.0,38.627293,ENSG00000124788
MT-ND1,2.465473,0.0,0.0,37.737335,ENSG00000198888
ENSG00000273118,2.5678794,2.7029980006952046e-299,1.7575279143091749e-296,36.9768,ENSG00000273118
PIEZO2,1.2086227,6.036671075606106e-296,3.8562678457012196e-293,36.76782,ENSG00000154864
MT-CO3,1.7468038,1.4272683696670554e-293,8.960292392468417e-291,36.618973,ENSG00000198938
JAKMIP3,1.5300145,8.626636163809396e-289,5.235217933277129e-286,36.317307,ENSG00000188385
SLC39A11,1.0369813,1.8373153929196534e-286,1.0967266899506625e-283,36.1695,ENSG00000133195
DYSF,1.6252773,9.153818687725114e-286,5.37594912995882e-283,36.125107,ENSG00000135636
LRP2,1.3114136,4.2655657782590014e-280,2.4268403299682306e-277,35.762264,ENSG00000081479
HSP90AA1,1.0523496,1.2990182535083769e-278,7.276900407191848e-276,35.666687,ENSG00000080824
APOLD1,2.1055346,4.380396627519203e-278,2.41665154547317e-275,35.632618,ENSG00000178878
PHACTR3,0.9809527,3.903078210945276e-274,2.0899835855432264e-271,35.376656,ENSG00000087495
SLC22A23,1.1510488,2.572630974613496e-267,1.3576034644583567e-264,34.93037,ENSG00000137266
MSI2,1.4275397,1.4519978329597408e-266,7.552877870532869e-264,34.88083,ENSG00000153944
HPN-AS1,1.5553391,5.288649939090712e-264,2.712258050453113e-261,34.711475,ENSG00000227392
BBS2,1.3512182,2.6772075629471313e-261,1.3539233580837632e-258,34.531765,ENSG00000125124
BCL2L1,1.4124111,2.7989062214164905e-259,1.3960790867700993e-256,34.39697,ENSG00000171552
CHST3,1.7647785,2.140100992778624e-255,1.0390047646540702e-252,34.13624,ENSG00000122863
PDE1C,0.67811275,3.64192555891867e-255,1.7448657033071922e-252,34.12067,ENSG00000154678
TAFA5,1.6614527,5.4990148640018664e-254,2.600391288675792e-251,34.04109,ENSG00000219438
DIP2B,0.65068495,2.77427631259637e-253,1.295089090952039e-250,33.993553,ENSG00000066084
PTPN13,1.3685455,5.558002905453407e-248,2.529725022417118e-245,33.63283,ENSG00000163629
IKZF2,1.4134465,8.878758237863219e-248,3.991275863667599e-245,33.618916,ENSG00000030419
KDM6A,1.0793828,1.0074379709672106e-244,4.419618240826274e-242,33.409214,ENSG00000147050
QDPR,0.9527603,2.6029530863859378e-244,1.1283181878748187e-241,33.380817,ENSG00000151552
L3MBTL4,1.1704522,5.727975010937797e-239,2.4537297188031422e-236,33.01057,ENSG00000154655
PTPRM,2.5250957,1.5578488464478048e-237,6.595859557774124e-235,32.91045,ENSG00000173482
ITGB8,1.2182158,1.2461749181145299e-231,5.0983956312793556e-229,32.49521,ENSG00000105855
PDS5B,1.2321495,1.5494689130563396e-230,6.268806895800827e-228,32.417625,ENSG00000083642
XPO1,1.3162569,1.8096716671360215e-227,7.241073048764486e-225,32.199223,ENSG00000082898
CPQ,1.0938941,9.326171232767644e-225,3.691136379647125e-222,32.00488,ENSG00000104324
TACC1,1.0677637,4.546181924613445e-223,1.7610167685002634e-220,31.88333,ENSG00000147526
ZSWIM6,0.7852935,4.765891476123601e-223,1.826690951880132e-220,31.88185,ENSG00000130449
ENSG00000286749,1.2917984,1.2104013238128322e-222,4.590951354445088e-220,31.85263,ENSG00000286749
ZDHHC20,1.0868137,5.3828054638944225e-222,2.020605284034265e-219,31.805794,ENSG00000180776
AGAP1,0.4987103,3.193902163967058e-218,1.17471076357948e-215,31.531715,ENSG00000157985
DOCK5,0.56009054,3.226633543277641e-218,1.1748818057782547e-215,31.531391,ENSG00000147459
PDK4,1.8750442,4.2452362353887606e-214,1.53047071092055e-211,31.229448,ENSG00000004799
SLC25A48,2.9528344,6.643059955376651e-212,2.3714421479919078e-209,31.067394,ENSG00000145832
BNIP3L,1.3691186,8.315596720715172e-212,2.9396845416959307e-209,31.060173,ENSG00000104765
LINC00862,1.4485028,1.0494285238116524e-210,3.639218229431418e-208,30.978525,ENSG00000203721
ADIPOR2,0.8674342,7.259370861631855e-209,2.4936623756013123e-206,30.841604,ENSG00000006831
TOB2,1.3712482,6.122967739775948e-207,2.083640199445998e-204,30.697622,ENSG00000183864
CCDC144A,1.3185015,2.5397598820784883e-205,8.562753409837214e-203,30.57616,ENSG00000170160
ARAP2,0.6177594,2.5763757244587786e-204,8.528272079908458e-202,30.500372,ENSG00000047365
DOCK9,0.7562603,1.1466376872797607e-203,3.761384817047806e-201,30.451435,ENSG00000088387
KHDRBS3,1.4316902,3.548464737920656e-201,1.1536312324747048e-198,30.262726,ENSG00000131773
SLC38A2,1.2099073,1.4463828172724354e-199,4.660680632081763e-197,30.140093,ENSG00000134294
FAM53B,1.1070058,2.321118187862079e-199,7.413732934774914e-197,30.124414,ENSG00000189319
NCKAP5,0.6377741,6.78240630031114e-198,2.147486767016776e-195,30.012299,ENSG00000176771
MKLN1,0.81811416,1.9363097283747135e-194,6.026060669194877e-192,29.746298,ENSG00000128585
ALDH3A2,1.819565,8.426526935862518e-193,2.6002262609205593e-190,29.619324,ENSG00000072210
WWOX,0.8848018,3.846922388042052e-192,1.1770935965830858e-189,29.568071,ENSG00000186153
NFIB,1.121307,5.755507715708972e-190,1.7177831716753694e-187,29.398405,ENSG00000147862
PCSK6,0.9355239,2.9652778607809985e-189,8.778186785915262e-187,29.342651,ENSG00000140479
DST,0.47039104,2.137142669731009e-186,6.22541111121964e-184,29.117796,ENSG00000151914
PAPOLA,1.1594805,5.847626726321874e-185,1.6898713044351755e-182,29.00406,ENSG00000090060
HDAC4,1.044408,3.5043387539436563e-184,1.0047242732960347e-181,28.942335,ENSG00000068024
PRRC2C,1.1208514,4.119409406096704e-184,1.1718432444905718e-181,28.936754,ENSG00000117523
CREBRF,1.2805302,2.7151669139658417e-183,7.663926951265444e-181,28.871592,ENSG00000164463
SEM1,1.3146706,8.200855720475392e-182,2.2794622785797708e-179,28.753452,ENSG00000127922
PRKX,3.8642826,1.387028847043555e-180,3.826098058981055e-178,28.655046,ENSG00000183943
HP1BP3,0.970543,3.239365204799614e-180,8.868553822343123e-178,28.625465,ENSG00000127483
CHORDC1,1.4400728,1.932896078466711e-179,5.252284478293274e-177,28.563074,ENSG00000110172
NUFIP2,1.1713287,1.0378981977447512e-177,2.799403642687547e-175,28.423445,ENSG00000108256
TBCD,1.2967256,9.32113808711376e-177,2.4955976472646046e-174,28.346209,ENSG00000141556
NCAM2,0.5175144,2.7647820640232978e-176,7.34826602300849e-174,28.307873,ENSG00000154654
MIR29B2CHG,1.4089737,4.74330755298369e-175,1.2515457581104501e-172,28.20741,ENSG00000203709
FGF1,1.1242739,6.467081674242296e-175,1.694096244046838e-172,28.196434,ENSG00000113578
ENSG00000286558,1.4497714,1.7810743270905924e-174,4.6323198855730463e-172,28.160526,ENSG00000286558
FRMD4A,1.0636035,1.950695061564053e-173,5.037497062529808e-171,28.075508,ENSG00000151474
NDUFAF6,1.3080221,9.666297795192466e-173,2.4786565867503386e-170,28.018517,ENSG00000156170
KIF19,2.7915466,1.9476660290655776e-172,4.959329751771735e-170,27.993534,ENSG00000196169
ARHGAP17,1.1847532,5.0004062246197593e-172,1.2644082739642687e-169,27.959873,ENSG00000140750
BCL6,2.3162975,3.596964443842437e-171,8.970730775971973e-169,27.889305,ENSG00000113916
RPS6KA2,1.1862508,9.753663959324666e-170,2.4159891978702704e-167,27.770876,ENSG00000071242
ENSG00000261329,1.073349,2.7061559239346122e-167,6.613191241765578e-165,27.567823,ENSG00000261329
PRKCA,1.086303,1.8244763710522354e-166,4.399525405480396e-164,27.498604,ENSG00000154229
ITPK1,1.1809472,4.1601277385136266e-166,9.965695474655143e-164,27.468653,ENSG00000100605
CDH20,0.7346969,1.8258956631955597e-164,4.3453929992337724e-162,27.330816,ENSG00000101542
MYO18A,1.1498625,3.92988434050577e-163,9.231932168161038e-161,27.21844,ENSG00000196535
ACSL1,1.1906523,4.440770679301308e-163,1.036521422914867e-160,27.213955,ENSG00000151726
KIRREL3,0.8487074,1.107122678782565e-162,2.567678406358647e-160,27.180412,ENSG00000149571
PLCXD1,3.7239172,6.305754577504527e-162,1.4531970612411063e-159,27.116417,ENSG00000182378
CCNH,0.8221754,1.1906419785070287e-161,2.7266450139243983e-159,27.092999,ENSG00000134480
LRP4,1.2453477,2.538542469634807e-161,5.777088025271412e-159,27.065077,ENSG00000134569
ARHGAP23,0.9662265,3.600537516095728e-161,8.143029319011035e-159,27.05218,ENSG00000275832
ARRB1,1.7728972,7.901534617665665e-161,1.7759918425829763e-158,27.02315,ENSG00000137486
SGK1,0.75456643,3.836103710636335e-160,8.56933793323253e-158,26.964699,ENSG00000118515
NCOA7,0.7979975,4.205290479163163e-160,9.336770544346895e-158,26.961294,ENSG00000111912
KANSL1L,1.035903,2.3473840866833287e-159,5.180178749352325e-157,26.89753,ENSG00000144445
ZDHHC11B,1.456519,3.923324903465829e-159,8.605789541264926e-157,26.878452,ENSG00000206077
SPATA13,0.97118974,5.916294757735334e-159,1.2899648186746048e-156,26.863186,ENSG00000228741
PAK2,1.1446153,8.128614504987497e-159,1.7617804247357426e-156,26.851374,ENSG00000180370
KLF9,1.9352834,3.3860925785154117e-158,7.295526802893678e-156,26.798256,ENSG00000119138
ECE1,1.560626,9.512878843538833e-158,2.0375467320643296e-155,26.759735,ENSG00000117298
PPP4R2,1.019038,1.3106763874608311e-157,2.7908975801300457e-155,26.747772,ENSG00000163605
ADARB2,0.97686446,2.736844106084558e-157,5.793835325043658e-155,26.720272,ENSG00000185736
SEMA4B,2.7849808,6.41173051098091e-157,1.3495024934441439e-154,26.688437,ENSG00000185033
TIAM2,1.1745322,6.443614467278859e-155,1.3407136570431876e-152,26.515379,ENSG00000146426
ZMYND8,0.98359936,1.1127545623220298e-154,2.302137450185781e-152,26.494797,ENSG00000101040
ANLN,0.7624464,2.5278913580823113e-154,5.200315261609781e-152,26.463852,ENSG00000011426
PHF3,1.0057076,2.8380426456589143e-154,5.805551056951258e-152,26.459484,ENSG00000118482
PCGF5,0.93101877,2.967289820620755e-154,6.036031114438152e-152,26.457804,ENSG00000180628
ZNF365,1.0963756,6.19078248568478e-154,1.2523265103819678e-151,26.430033,ENSG00000138311
KLF15,2.2300484,2.3200717663643678e-153,4.66731785397013e-151,26.380072,ENSG00000163884
ADAMTSL3,1.2403947,7.399596301473466e-152,1.4723174892308845e-149,26.248682,ENSG00000156218
ATOSA,1.0665963,5.140710201442551e-150,1.0118029181347362e-147,26.086851,ENSG00000047346
IP6K3,2.14235,5.240636608498032e-150,1.0259250547775824e-147,26.086113,ENSG00000161896
AGO2,0.98915136,2.2578707791664437e-147,4.349925439735902e-145,25.852886,ENSG00000123908
MAPT,0.7824729,1.4723768531295408e-146,2.8216939987448865e-144,25.780367,ENSG00000186868
JADE2,1.6894736,5.509706495567479e-146,1.0503635231235763e-143,25.729204,ENSG00000043143
IRAK2,1.4054798,1.0661067224864881e-145,2.0218269780821877e-143,25.703575,ENSG00000134070
MTURN,1.031902,1.1221757097422139e-145,2.1171327431675382e-143,25.701584,ENSG00000180354
B3GAT1,1.0355693,2.46427778470026e-145,4.625220757551849e-143,25.671005,ENSG00000109956
HSPA12A,1.1319643,2.7177407853184683e-145,5.074788588462362e-143,25.667198,ENSG00000165868
MT-ND5,2.7212744,2.3031393142160763e-144,4.2569496806718664e-142,25.58393,ENSG00000198786
GRID1,0.6256381,2.3310827895715234e-144,4.286837703731228e-142,25.583458,ENSG00000182771
PFKFB3,1.2461336,5.2314352752099956e-142,9.57221212266062e-140,25.3713,ENSG00000170525
ENOX2,1.0730591,6.024394192803365e-142,1.0968012067417805e-139,25.365746,ENSG00000165675
ADAM12,1.3439295,7.020538626141013e-142,1.2718002609703809e-139,25.359722,ENSG00000148848
PTPN11,1.0296503,7.465139381232677e-142,1.345646807670516e-139,25.357304,ENSG00000179295
MPDZ,0.8982567,1.889675713572728e-141,3.3895010878133095e-139,25.320707,ENSG00000107186
NDE1,0.98600686,2.3669853850739508e-141,4.224836854966309e-139,25.311827,ENSG00000072864
PPM1B,0.81484663,2.5516892402255848e-141,4.5322979812240976e-139,25.308863,ENSG00000138032
ERCC6L2,1.0044676,1.9738741114156083e-140,3.488966220624521e-138,25.228024,ENSG00000182150
HNRNPU,0.9180474,2.105110822868012e-140,3.7029611247473454e-138,25.225477,ENSG00000153187
RUFY3,0.88340455,3.3546742598509823e-140,5.872615343735286e-138,25.207026,ENSG00000018189
KLHL3,1.0547346,1.1724597173347525e-139,2.042660441511627e-137,25.157413,ENSG00000146021
METTL7A,1.9617745,1.4531441288962494e-138,2.519613524827154e-136,25.057314,ENSG00000185432
PTGES3,1.1311433,2.6613048733106703e-138,4.592579765260101e-136,25.033192,ENSG00000110958
IGF1R,0.949509,4.973010617613783e-138,8.541380311724203e-136,25.008244,ENSG00000140443
PANTR1,1.0555573,1.8219837386690673e-137,3.100096817402714e-135,24.95635,ENSG00000233639
OPCML,1.0020473,2.7690332648176725e-137,4.68958322039726e-135,24.9396,ENSG00000183715
AFDN,0.9254527,4.1640583437840864e-137,7.019522796938247e-135,24.923262,ENSG00000130396
SAMHD1,2.9596725,8.404169053767676e-137,1.4101963298884268e-134,24.895115,ENSG00000101347
DAB1,1.3032863,9.49739499012296e-137,1.586326359542923e-134,24.89021,ENSG00000173406
ZBTB37,1.189692,1.1055650313956883e-136,1.838165932565288e-134,24.884115,ENSG00000185278
PNISR,0.8553291,1.5981104650372873e-135,2.6450181024062596e-133,24.776716,ENSG00000132424
RHOBTB3,1.1751884,3.157166594947967e-135,5.201753396164949e-133,24.749268,ENSG00000164292
CTIF,1.0065136,7.067427522297305e-135,1.1591854546931959e-132,24.71674,ENSG00000134030
PREX1,0.8190036,1.7612106869481792e-133,2.850186823695871e-131,24.586508,ENSG00000124126
INPP5A,1.279724,9.690123026592513e-133,1.5612246001959585e-130,24.517174,ENSG00000068383
NEO1,0.6942518,6.078237088410254e-132,9.749813606308114e-130,24.44229,ENSG00000067141
SPECC1,0.91027546,1.6118707523209242e-131,2.5741858698907672e-129,24.402422,ENSG00000128487
CADM1,0.6632264,7.261659032154124e-131,1.1546354964139561e-128,24.340765,ENSG00000182985
SORCS2,1.0563698,1.2638555885103259e-130,2.000848247340782e-128,24.318026,ENSG00000184985
SNHG14,0.576913,1.5893806572934585e-129,2.4945055385073023e-127,24.21387,ENSG00000224078
PRPF4B,1.0123092,2.002211944166553e-129,3.1289502708580486e-127,24.204348,ENSG00000112739
CLU,1.0853409,2.3171109152518604e-129,3.605583019066271e-127,24.198322,ENSG00000120885
FMNL3,2.5594578,7.221985978303176e-129,1.1190083125190436e-126,24.151377,ENSG00000161791
RASSF4,1.0489366,8.737111709697348e-128,1.3480326761588975e-125,24.048107,ENSG00000107551
MTUS1,0.72572386,9.439942019236989e-127,1.4503256067698617e-124,23.949108,ENSG00000129422
MICAL3,0.76683027,1.3510226985062598e-126,2.0669511973953755e-124,23.93416,ENSG00000243156
BCLAF1,0.99908453,2.1648446590435524e-124,3.298172540798905e-122,23.721478,ENSG00000029363
MPHOSPH8,0.980781,9.93346963613366e-124,1.5070729016287452e-121,23.657278,ENSG00000196199
TNRC6B,0.6956976,4.666957190580054e-123,7.051172000970993e-121,23.591904,ENSG00000100354
ANKRD12,0.7265369,2.5788902824152454e-122,3.8643025910824655e-120,23.519464,ENSG00000101745
PPM1K,1.0360081,1.9631158501208994e-121,2.9175907891674363e-119,23.43316,ENSG00000163644
CORO2B,0.9283878,8.574345570911503e-121,1.269142564748088e-118,23.370277,ENSG00000103647
HERC3,0.9540559,1.1765628331964441e-120,1.7344536794473248e-118,23.35676,ENSG00000138641
EHBP1,0.99523306,1.2325346573343639e-119,1.802371563970235e-117,23.256155,ENSG00000115504
EMSY,0.9777339,1.474808749756227e-119,2.1480294478449498e-117,23.248451,ENSG00000158636
NTRK2,0.9522269,3.267139519075828e-119,4.739565106318289e-117,23.214275,ENSG00000148053
ENSG00000250075,1.9378074,1.2759471970516397e-118,1.8436424340890598e-116,23.155624,ENSG00000250075
CNOT2,0.8255311,1.4723705354722554e-118,2.1190496418029946e-116,23.149452,ENSG00000111596
RALGAPA2,0.983793,4.832955669546725e-118,6.901081640766093e-116,23.098146,ENSG00000188559
OIP5-AS1,1.0784076,5.782169028194317e-118,8.22423197869576e-116,23.090395,ENSG00000247556
SORBS1,1.1812814,6.5341726043362215e-118,9.25767676533426e-116,23.08511,ENSG00000095637
ENSG00000287306,1.1564426,6.476444395488317e-117,9.129670153007147e-115,22.985723,ENSG00000287306
GTF2IRD1,1.6389476,6.493970585600492e-117,9.129670153007147e-115,22.985605,ENSG00000006704
ZNF706,0.8813176,8.740836660618147e-117,1.2241205557170306e-114,22.9727,ENSG00000120963
SILC1,0.7657356,1.3760567544974116e-116,1.912403761250372e-114,22.952974,ENSG00000232044
ZHX2,0.8105151,7.016113986671752e-116,9.676922063738327e-114,22.882029,ENSG00000178764
DNM3,0.3400078,2.1968647171529787e-115,3.0072269955253484e-113,22.832188,ENSG00000197959
FRYL,0.3759651,2.6844216725485583e-115,3.660867488420903e-113,22.823423,ENSG00000075539
NCOR2,0.8944638,9.219901489713978e-115,1.2526681083711393e-112,22.7694,ENSG00000196498
FANCC,1.3616192,2.2226614761014485e-114,3.0086077943422285e-112,22.730797,ENSG00000158169
ANAPC16,0.8916869,3.616996512330835e-114,4.877854703962606e-112,22.709406,ENSG00000166295
HSPH1,1.3850608,5.0707668912940475e-114,6.813164724937227e-112,22.694553,ENSG00000120694
RPTOR,0.9169308,3.352427488947801e-113,4.487815798807622e-111,22.611336,ENSG00000141564
ENSG00000242593,0.9558632,1.478994296790201e-112,1.9582960121718107e-110,22.545725,ENSG00000242593
NFIC,0.95051044,1.6970792464041017e-112,2.230832112637767e-110,22.539637,ENSG00000141905
IWS1,0.9160732,2.3843795813103127e-112,3.111829007694305e-110,22.524574,ENSG00000163166
FXR1,0.85408014,3.546874288751411e-111,4.579744205745261e-109,22.404634,ENSG00000114416
SLC6A15,1.6259732,6.3600423023206206e-111,8.18310460466779e-109,22.378607,ENSG00000072041
BOD1L1,1.0047324,7.17912437429607e-111,9.204446363270017e-109,22.373203,ENSG00000038219
HTRA1,0.8116538,1.4749029923684236e-110,1.8843567634427736e-108,22.341063,ENSG00000166033
MACF1,0.62855834,1.530716478833779e-110,1.9488268680872575e-108,22.339403,ENSG00000127603
TRIO,0.9404345,2.2566908207314585e-110,2.8531467418220094e-108,22.322056,ENSG00000038382
SVIP,1.0147898,1.0495782042983233e-109,1.3178359163762258e-107,22.25323,ENSG00000198168
HIVEP2,0.96746737,1.534455379538709e-108,1.9200202501636932e-106,22.132607,ENSG00000010818
ARHGAP5,0.8147378,1.6686893211847003e-108,2.0808327247594966e-106,22.128824,ENSG00000100852
THRA,1.0892719,1.717189749810582e-108,2.1340038624608507e-106,22.127533,ENSG00000126351
CDH19,0.81620723,2.4379568872676496e-108,3.019417897251349e-106,22.111721,ENSG00000071991
TLE4,0.7659301,4.04310048455476e-107,4.9735599609327e-105,21.984604,ENSG00000106829
ABCA6,2.4222434,7.728107965444752e-107,9.474608324504185e-105,21.955175,ENSG00000154262
PSIP1,0.9520297,2.139917011626491e-106,2.6059751915499595e-104,21.908834,ENSG00000164985
HSPA1A,1.8332244,2.927426095835442e-106,3.553114633385337e-104,21.894556,ENSG00000204389
DNAJB6,0.9509185,3.339623529643673e-106,4.039945912338386e-104,21.888552,ENSG00000105993
EPC2,0.92751575,4.2439072830280323e-106,5.116859337404526e-104,21.877623,ENSG00000135999
RPS6KA5,0.8155955,7.937089403903615e-106,9.538128692242193e-104,21.849047,ENSG00000100784
GIT1,1.2523333,7.980405639977479e-106,9.558635860620393e-104,21.848799,ENSG00000108262
IRS2,1.2997917,1.6835302161738738e-105,2.0098590895515768e-103,21.814678,ENSG00000185950
PNPLA7,1.6145267,4.8108207489299455e-105,5.705915475896976e-103,21.766594,ENSG00000130653
SNX30,0.8321122,4.9475182563651705e-105,5.848994634765214e-103,21.765308,ENSG00000148158
SNTG1,0.92676526,1.1942791329822406e-104,1.4073168864126e-102,21.724869,ENSG00000147481
ADSS2,0.83265907,1.7059043927385475e-104,2.003722282206322e-102,21.708485,ENSG00000035687
PEX5L,0.40980288,5.3435925222354336e-104,6.236246503834507e-102,21.655935,ENSG00000114757
UTP23,1.3027818,5.462096058209372e-104,6.354180245096475e-102,21.654924,ENSG00000147679
USP9X,0.86788315,7.009418107633666e-104,8.128246246342581e-102,21.643427,ENSG00000124486
ENSG00000250195,1.6885076,1.4613033522632986e-103,1.6891738940511502e-101,21.60953,ENSG00000250195
NUCKS1,0.83809996,3.7847322981604434e-103,4.361065583563863e-101,21.56554,ENSG00000069275
ATP8A2,1.252129,4.621867429326142e-103,5.308878133647428e-101,21.556292,ENSG00000132932
CACNA1C,1.3068337,2.905437229830938e-102,3.316388100708593e-100,21.471024,ENSG00000151067
DYNC1I1,0.8537296,6.618549685997961e-102,7.531082223954929e-100,21.432728,ENSG00000158560
KIAA1958,0.8071422,3.1731487403380593e-101,3.5993985025915707e-99,21.35963,ENSG00000165185
BCKDHB,0.96576756,5.843883132622494e-101,6.608306603262431e-99,21.331083,ENSG00000083123
TNKS,0.701128,7.633419277351686e-101,8.605203180400296e-99,21.318583,ENSG00000173273
KLF13,0.8916064,1.716867914261143e-100,1.9294627930270596e-98,21.280613,ENSG00000169926
FBXO32,0.9350504,2.51953980029184e-100,2.8228148679454298e-98,21.262619,ENSG00000156804
SACS,0.95695114,5.869293155843663e-100,6.555604367809186e-98,21.222898,ENSG00000151835
TNS1,1.1336753,1.1129336710932907e-99,1.2392703618302418e-97,21.192795,ENSG00000079308
SON,0.80827904,1.2673314008419867e-99,1.406892407544464e-97,21.186676,ENSG00000159140
DSCAM,1.0668521,3.3298012195710994e-99,3.6852499090280504e-97,21.141134,ENSG00000171587
PACS2,0.79180217,5.782044599111536e-99,6.379872967965129e-97,21.115072,ENSG00000179364
TPPP,0.8209097,1.1018567989914061e-98,1.212109056340637e-96,21.084581,ENSG00000171368
SH3PXD2B,0.89314276,1.111032213850074e-98,1.2185212340574967e-96,21.084188,ENSG00000174705
GRIP1,1.238028,1.2666891354427555e-98,1.3850656096018502e-96,21.077982,ENSG00000155974
CTNNA1,0.7985562,2.7968721213471923e-98,3.049093044386047e-96,21.040455,ENSG00000044115
FGF14,0.81816995,7.267956626607084e-98,7.876215377619557e-96,20.99512,ENSG00000102466
FDFT1,0.846339,7.479188531351345e-98,8.081074563904011e-96,20.99376,ENSG00000079459
GPRC5B,0.64186966,1.0261130197050258e-97,1.1054090909319348e-95,20.978724,ENSG00000167191
STAT3,1.0465018,1.2774968213440516e-97,1.372159712648366e-95,20.9683,ENSG00000168610
MYRIP,1.2759763,2.558743259374978e-97,2.7402635164812263e-95,20.93522,ENSG00000170011
TMEM14B,0.879092,3.9895652397031066e-97,4.2600601028759394e-95,20.914042,ENSG00000137210
CRIM1,1.6932865,4.600052850889829e-97,4.897576737035101e-95,20.90725,ENSG00000150938
GPR137C,0.89219075,6.680291194192667e-97,7.091625742359865e-95,20.889437,ENSG00000180998
LIFR,0.70369256,9.013357407090947e-97,9.512880287159292e-95,20.875124,ENSG00000113594
ARHGAP32,0.8335867,1.031362376132423e-96,1.0853747641541557e-94,20.868683,ENSG00000134909
KCTD3,0.9123898,1.0876077552189585e-96,1.1412672502314904e-94,20.866144,ENSG00000136636
ELF2,0.67073387,1.947196077788347e-96,2.037393781161761e-94,20.838278,ENSG00000109381
GRB10,0.81935847,2.2091600202412513e-96,2.3048691878803568e-94,20.832233,ENSG00000106070
EPB41L1,0.93007755,2.506737791581451e-96,2.607866756201823e-94,20.82618,ENSG00000088367
CLASP1,0.6746139,5.9036867725399315e-96,6.124360192641709e-94,20.785103,ENSG00000074054
ATRX,0.7333015,1.0618650357575691e-95,1.0984269796024036e-93,20.756907,ENSG00000085224
MIB1,0.83842903,5.0984816618072344e-95,5.259091055799575e-93,20.681358,ENSG00000101752
SUGT1,0.9311568,7.289376932336993e-95,7.455640248883555e-93,20.664106,ENSG00000165416
SYN3,1.8079922,1.701865436498677e-94,1.726137166400831e-92,20.623129,ENSG00000185666
PTPRJ,0.7123501,2.968478673551237e-94,3.0024512628152124e-92,20.596199,ENSG00000149177
CREBBP,0.78035146,1.3867012804961618e-93,1.3986860671863225e-91,20.521397,ENSG00000005339
NFKBIZ,0.9558872,3.211895823688989e-93,3.2307058213304824e-91,20.480524,ENSG00000144802
ENSG00000262039,2.7861898,8.952680105311933e-93,8.980302699576257e-91,20.430529,ENSG00000262039
FCHO1,0.822482,1.1500161726487802e-92,1.1503952988595436e-90,20.418299,ENSG00000130475
FAM133B,0.8164967,1.3946640163238339e-92,1.3913015386954367e-90,20.408873,ENSG00000234545
BAHCC1,1.346334,1.5772652727765883e-92,1.569163473014785e-90,20.402857,ENSG00000266074
NOL4L,0.96280956,2.099911443765678e-92,2.083432574670187e-90,20.388859,ENSG00000197183
SSBP3,0.91268724,2.1943572202871354e-92,2.171221062638456e-90,20.386705,ENSG00000157216
DDX17,0.5278081,7.131873023735276e-92,7.018534068655375e-90,20.328945,ENSG00000100201
SLC6A8,1.0899504,1.2705533452636468e-91,1.2469916012867899e-89,20.300589,ENSG00000130821
TRA2B,0.94546515,1.9695434044064086e-91,1.9278229688507028e-89,20.279036,ENSG00000136527
