gene_symbol,logfc,pval,pval_adj,scores,ensembl_id
CASTOR2,0.71736664,1.9918986556800406e-29,3.553601854513554e-28,11.263286,ENSG00000274070
SH3YL1,0.38980067,2.2215950024392303e-29,3.961445505818671e-28,11.253667,ENSG00000035115
MAP2,0.40344957,2.2973713458016794e-29,4.094561206232538e-28,11.25071,ENSG00000078018
ATM,0.43800685,2.73532886054868e-29,4.872739455494057e-28,11.23531,ENSG00000149311
VPS13B,0.42745063,2.769026299405608e-29,4.930356264741174e-28,11.234228,ENSG00000132549
SLC9A9,0.40666628,3.1236966883058094e-29,5.559141926421854e-28,11.223578,ENSG00000181804
PRPF39,0.35518646,3.125882106145691e-29,5.560313593013039e-28,11.223516,ENSG00000185246
MRAS,1.2096552,3.137593170020189e-29,5.5784200442761295e-28,11.223186,ENSG00000158186
MARK4,0.69213855,3.448041281650826e-29,6.127383072106875e-28,11.214841,ENSG00000007047
RCAN1,0.4988439,3.651357425288361e-29,6.48552324729755e-28,11.209771,ENSG00000159200
RRAGC-DT,0.40158907,3.763756646196964e-29,6.681906728489705e-28,11.2070875,ENSG00000228436
FAM91A1,0.4528538,3.780637942592182e-29,6.708605690334627e-28,11.206691,ENSG00000176853
VPS37A,0.5960527,3.9013182808868897e-29,6.91937658274006e-28,11.203909,ENSG00000155975
NIPBL,0.39742222,3.912507334800116e-29,6.935843090299019e-28,11.203655,ENSG00000164190
UBE2V1,0.403242,3.954821025712273e-29,7.006329659907615e-28,11.2027025,ENSG00000244687
ZNF577,0.45787814,3.956117153897082e-29,7.006329659907615e-28,11.202673,ENSG00000161551
CD164,0.39288875,4.44347610744866e-29,7.865622363851269e-28,11.192379,ENSG00000135535
NOS1AP,0.51212233,4.449298765630789e-29,7.872102364147147e-28,11.192264,ENSG00000198929
ZNF678,0.53832644,4.5999687530196934e-29,8.134728617530504e-28,11.18931,ENSG00000181450
IST1,0.37896425,4.763690025026811e-29,8.420168989867779e-28,11.186209,ENSG00000182149
SNX2,0.45827845,4.9795021196719837e-29,8.797362017539848e-28,11.182279,ENSG00000205302
UBE2B,0.37757194,5.118781654031114e-29,9.03904352990208e-28,11.179831,ENSG00000119048
MORF4L2,0.3718803,5.146585696835266e-29,9.083736228461741e-28,11.17935,ENSG00000123562
CEMIP2,0.9684696,5.393533843323074e-29,9.514988096079445e-28,11.175189,ENSG00000135048
RGL1,0.4210063,5.910804198862515e-29,1.042247953941801e-27,11.167055,ENSG00000143344
PRPSAP1,0.6090231,6.158768542775119e-29,1.0854456930277233e-27,11.1634035,ENSG00000161542
ERCC6,0.8345741,6.227083170920838e-29,1.0969547770661323e-27,11.162423,ENSG00000225830
TENT4B,0.6097318,6.333169319336131e-29,1.1151032942730521e-27,11.160921,ENSG00000121274
PAIP2B,0.6169941,6.342525474937035e-29,1.11621091151961e-27,11.16079,ENSG00000124374
GABBR2,0.7594721,6.377552310560944e-29,1.1218330180296864e-27,11.1603,ENSG00000136928
DNAJC9,0.5495575,6.598892915796745e-29,1.160207092467364e-27,11.157268,ENSG00000213551
ABLIM2,0.89136446,7.062088284835324e-29,1.2410461323717367e-27,11.151233,ENSG00000163995
UGGT1,0.44196153,7.204925937772265e-29,1.2655367257412624e-27,11.149451,ENSG00000136731
ELP1,0.43616766,7.237180266478966e-29,1.2705892375266736e-27,11.149054,ENSG00000070061
TTI1,0.66845894,7.63061169577772e-29,1.3390160629718474e-27,11.144342,ENSG00000101407
SDHC,0.48295853,8.056774491131971e-29,1.412437519360122e-27,11.139503,ENSG00000143252
HOOK2,0.79474616,8.186210620349483e-29,1.4344384076427592e-27,11.138083,ENSG00000095066
SIRT1,0.5742584,8.229113356852303e-29,1.441262508656595e-27,11.137618,ENSG00000096717
GGNBP2,0.4539234,8.300056027071898e-29,1.4529886541237594e-27,11.136853,ENSG00000278311
DNAH17,0.5830987,8.331387187631785e-29,1.4577725625951395e-27,11.136518,ENSG00000187775
PKN2,0.41495395,8.730349243067608e-29,1.5268466697338028e-27,11.13235,ENSG00000065243
SSH1,0.75106835,8.984257404778345e-29,1.5704982267056605e-27,11.129794,ENSG00000084112
GPI,0.37988645,9.019171387271367e-29,1.5758448587011757e-27,11.129449,ENSG00000105220
NDRG3,0.6038131,9.226275557275568e-29,1.6112572930048824e-27,11.127424,ENSG00000101079
IARS1,0.4127727,9.372749076961534e-29,1.636052441947859e-27,11.12602,ENSG00000196305
NDFIP2,0.39109972,9.396653272296074e-29,1.6394390941583356e-27,11.125793,ENSG00000102471
STYXL1,0.63169557,9.414754324505815e-29,1.641810509884606e-27,11.125622,ENSG00000127952
SYNCRIP,0.492663,9.483478635758578e-29,1.6530034661811458e-27,11.124972,ENSG00000135316
SS18L1,0.6509388,1.014431942455524e-28,1.767098756014108e-27,11.118964,ENSG00000184402
XKR4,0.67871165,1.0147763096851312e-28,1.767098756014108e-27,11.118934,ENSG00000206579
CHD9,0.4300086,1.0584938557843456e-28,1.842345997935927e-27,11.11517,ENSG00000177200
SOGA1,0.34732237,1.1252334041689697e-28,1.957025066649104e-27,11.109711,ENSG00000149639
ANKRD26,0.47465903,1.1254560281124968e-28,1.957025066649104e-27,11.109694,ENSG00000107890
EXOC5,0.39738506,1.1656390817296244e-28,2.025930799233369e-27,11.10656,ENSG00000070367
SLCO1A2,0.34983745,1.1773387663247453e-28,2.045289082033236e-27,11.105668,ENSG00000084453
GALNT7,0.5587924,1.1886679567812465e-28,2.063985581417203e-27,11.104813,ENSG00000109586
ENSG00000285269,0.9884045,1.1911721643947372e-28,2.0673479909409518e-27,11.104625,ENSG00000285269
FRA10AC1,0.4401728,1.225729321763394e-28,2.1263104365911722e-27,11.102069,ENSG00000148690
RAPGEF5,0.33098185,1.238341912232761e-28,2.147166938486633e-27,11.101154,ENSG00000136237
UBE2V2,0.606162,1.424459461954983e-28,2.4675270184921425e-27,11.0886345,ENSG00000169139
AP2B1,0.3704281,1.4726236410065559e-28,2.5497466484227633e-27,11.085659,ENSG00000006125
TTBK1,0.7480264,1.5401021675807291e-28,2.665313694199121e-27,11.081649,ENSG00000146216
KLHL21,0.688916,1.5746055120943976e-28,2.7237309219183468e-27,11.079665,ENSG00000162413
AMER2,0.35891563,1.5841316393908407e-28,2.7389079417615996e-27,11.079125,ENSG00000165566
PPP2R3C,0.37938944,1.7029072952089288e-28,2.9428695032343386e-27,11.072649,ENSG00000092020
FBXL5,0.41273004,1.721062559556638e-28,2.9728334875984964e-27,11.071699,ENSG00000118564
EBF4,0.6837517,1.726451664925398e-28,2.980728213526012e-27,11.071419,ENSG00000088881
ARHGEF18,0.48192772,1.8130486845424794e-28,3.128754914765913e-27,11.067033,ENSG00000104880
WDR19,0.82776916,1.8613518975426724e-28,3.2105895449229647e-27,11.064675,ENSG00000157796
ZNF808,1.4025738,1.9017305546502188e-28,3.278684325564572e-27,11.062751,ENSG00000198482
MAP4K5,0.30223387,1.9549055189702187e-28,3.368765724408121e-27,11.060278,ENSG00000012983
MEF2C,0.3865305,1.968760435245759e-28,3.3894328590150626e-27,11.059645,ENSG00000081189
KLHDC2,0.44842908,2.0380760583322275e-28,3.507108952551657e-27,11.0565405,ENSG00000165516
RAD50,0.38987675,2.079037779767453e-28,3.575905698483349e-27,11.054755,ENSG00000113522
GABPA,0.5898209,2.1193554876855156e-28,3.6435303124459396e-27,11.053031,ENSG00000154727
OPTN,0.7187857,2.1826402039017558e-28,3.750556635416268e-27,11.05039,ENSG00000123240
RPA1,0.9880962,2.204995840382852e-28,3.787184365095302e-27,11.049476,ENSG00000132383
ARHGAP12,0.50701916,2.2863449868114023e-28,3.925053920781555e-27,11.046223,ENSG00000165322
VPS13D,0.41636753,2.3583146407936163e-28,4.0466989962571704e-27,11.043439,ENSG00000048707
GABPB2,0.43953884,2.363488318625658e-28,4.05366635222786e-27,11.0432415,ENSG00000143458
CLIP1,0.53116894,2.3782082955953976e-28,4.076992488663824e-27,11.042685,ENSG00000130779
PPP1R15B,1.0144919,2.430516288797413e-28,4.164703958009007e-27,11.0407295,ENSG00000158615
NAA15,0.3859318,2.457666057030238e-28,4.209244424674743e-27,11.039731,ENSG00000164134
TMEM50B,0.3945336,2.5138241354735193e-28,4.303402182457066e-27,11.037702,ENSG00000142188
NIPA1,0.37753317,2.663903347401823e-28,4.55817897958624e-27,11.032489,ENSG00000170113
DENND5B,0.40010646,2.677696262082748e-28,4.5796278203361685e-27,11.032024,ENSG00000170456
USP7,0.52307385,2.699616927070456e-28,4.614950776924387e-27,11.031291,ENSG00000187555
UFD1,0.7995013,2.7190817762460124e-28,4.646044375254332e-27,11.030645,ENSG00000070010
PABPC1,0.39799184,2.7658705428058165e-28,4.723774775077176e-27,11.029111,ENSG00000070756
ICE2,0.39264533,2.7896809463451536e-28,4.7588801171029924e-27,11.028339,ENSG00000128915
RBM12,1.2178563,2.7897592183861505e-28,4.7588801171029924e-27,11.028337,ENSG00000244462
RHOA,0.46299177,2.7903463281376714e-28,4.7588801171029924e-27,11.028318,ENSG00000067560
SLC25A32,0.47340867,2.8729974081235503e-28,4.8975459562076175e-27,11.025692,ENSG00000164933
BLZF1,0.52901596,2.896016122975243e-28,4.934475389320288e-27,11.024974,ENSG00000117475
RBM5,0.3713667,3.2996193935659296e-28,5.619538884870095e-27,11.013229,ENSG00000003756
USP12,0.43950364,3.3449035358852333e-28,5.693998482872983e-27,11.012001,ENSG00000152484
HYCC2,0.4152907,3.386484878951821e-28,5.762088196840827e-27,11.010888,ENSG00000155744
MXD1,0.5426751,3.3965081053554076e-28,5.77644339711355e-27,11.010622,ENSG00000059728
PHF8,0.4866486,3.4682279246251602e-28,5.8956636410574854e-27,11.008739,ENSG00000172943
COPA,0.42858276,3.5020490977815217e-28,5.950378523024767e-27,11.007865,ENSG00000122218
HSD17B7,0.62153476,3.5820421681880465e-28,6.083457062876079e-27,11.00583,ENSG00000132196
SHPRH,0.41434035,3.7124763535509646e-28,6.302036782540687e-27,11.002605,ENSG00000146414
ZNF875,0.45305023,3.762851220489459e-28,6.3845730960140815e-27,11.00139,ENSG00000181666
THADA,0.41091648,3.9215895888921076e-28,6.650811369852791e-27,10.997664,ENSG00000115970
SAP130,0.49869466,4.102888926686381e-28,6.955046163803749e-27,10.9935875,ENSG00000136715
CDH12,0.48035058,4.1712705798644015e-28,7.067673539042466e-27,10.992096,ENSG00000154162
USP10,0.47707185,4.178743202134585e-28,7.077041743075559e-27,10.991934,ENSG00000103194
FNTB,0.46206525,4.201887063888603e-28,7.112929417494738e-27,10.991436,ENSG00000257365
PIGM,0.8636859,4.289319815304494e-28,7.25756101834885e-27,10.989577,ENSG00000143315
SLAIN2,0.5473112,4.525510315869319e-28,7.653640576936073e-27,10.984737,ENSG00000109171
ZNF431,0.3496383,4.575104969568712e-28,7.733923962485419e-27,10.983753,ENSG00000196705
CLPB,0.93855464,4.622977459255125e-28,7.811222981271351e-27,10.982814,ENSG00000162129
DYNLL2,0.5562672,4.671020482710437e-28,7.888738303174974e-27,10.981879,ENSG00000264364
PDCD7,0.60184455,4.9111468676311375e-28,8.290434851376215e-27,10.977351,ENSG00000090470
CDC5L,0.791575,5.087312401854821e-28,8.583837774621768e-27,10.974166,ENSG00000096401
WIPI2,0.5778048,5.239162473059318e-28,8.835960350580635e-27,10.971507,ENSG00000157954
ZNF791,0.5192132,5.243332280361739e-28,8.838898842246835e-27,10.971436,ENSG00000173875
ENSG00000288025,1.6331037,5.489059705687485e-28,9.248849699374952e-27,10.967294,ENSG00000288025
ENSG00000272316,0.37014085,5.681255920429768e-28,9.568265058958774e-27,10.964181,ENSG00000272316
TTC27,0.45597377,5.728361047648422e-28,9.643138347987718e-27,10.963434,ENSG00000018699
ZCCHC14,0.5214682,5.908975479458767e-28,9.942588500834225e-27,10.960625,ENSG00000140948
MBNL2,0.2952137,6.205658418568535e-28,1.0436971562906121e-26,10.956191,ENSG00000139793
LINC02937,1.9888742,7.315874810921213e-28,1.2296081904046072e-26,10.941281,ENSG00000230537
FAM222A,0.3831761,7.317809921473096e-28,1.2296081904046072e-26,10.941257,ENSG00000139438
MFSD12,0.5724388,7.366865699890179e-28,1.2372800455000056e-26,10.940652,ENSG00000161091
CCDC93,0.5706838,7.703308389930372e-28,1.2931897883547474e-26,10.936603,ENSG00000125633
USP3,0.6058024,7.789312624066113e-28,1.3070251210483656e-26,10.9355955,ENSG00000140455
ANXA4,0.39898583,7.912839590596705e-28,1.3271410187600518e-26,10.934168,ENSG00000196975
RSBN1,0.61617136,8.006173404132505e-28,1.342176731083208e-26,10.9331045,ENSG00000081019
TPCN1,0.36407587,8.049833338175488e-28,1.3482545147637806e-26,10.9326105,ENSG00000186815
YIPF4,0.34649178,8.265491485031559e-28,1.383738280243536e-26,10.930212,ENSG00000119820
KDM2A,0.40271184,8.609875503053345e-28,1.4407297188289447e-26,10.926507,ENSG00000173120
FKBP15,0.44623348,8.904652353199805e-28,1.4893716191305065e-26,10.923451,ENSG00000119321
RAP1A,0.4164299,9.111687544072905e-28,1.5233001233001956e-26,10.921364,ENSG00000116473
SEMA6A,0.4060472,9.248543506512629e-28,1.5454702439611648e-26,10.920011,ENSG00000092421
BCL2L13,0.45652846,9.481005991324281e-28,1.5835889456701821e-26,10.917755,ENSG00000099968
HELZ,0.4105154,9.651202368934318e-28,1.6112773070042932e-26,10.916139,ENSG00000198265
AFTPH,0.42577595,9.819382136318066e-28,1.638603768779163e-26,10.914569,ENSG00000119844
EIF3J,0.5737101,1.0216427453902881e-27,1.7040795073362883e-26,10.910967,ENSG00000104131
EIF2S2,0.5941105,1.0323344715440431e-27,1.7211246693160118e-26,10.91002,ENSG00000125977
BRD7,0.48992768,1.051363755646431e-27,1.752048378517064e-26,10.90836,ENSG00000166164
CDH26,0.9843551,1.1030098410855573e-27,1.8364332114132288e-26,10.903998,ENSG00000124215
DPP8,0.38435572,1.1052001893682962e-27,1.8392389988701283e-26,10.903818,ENSG00000074603
CAMSAP1,0.55529064,1.1343063214102458e-27,1.886814151447687e-26,10.901454,ENSG00000130559
ATP9B,0.41444865,1.1452770413634005e-27,1.904193042471422e-26,10.900578,ENSG00000166377
ST3GAL3,0.42690694,1.1585359065744306e-27,1.9253587142943026e-26,10.89953,ENSG00000126091
USP37,0.4057048,1.1863177156533239e-27,1.9706295922613517e-26,10.897374,ENSG00000135913
SLC25A23,0.96109414,1.319017068611781e-27,2.1900615368122283e-26,10.887719,ENSG00000125648
GTF2IRD2B,0.4593544,1.3305782928328792e-27,2.20825053776804e-26,10.886925,ENSG00000174428
WWC3,0.470251,1.3418310726242215e-27,2.2259112991523077e-26,10.886157,ENSG00000047644
CBFA2T2,0.4133529,1.3570067786247752e-27,2.2500606021532474e-26,10.885133,ENSG00000078699
DIPK1C,0.5215532,1.359376836593318e-27,2.2529644685496537e-26,10.884974,ENSG00000187773
NFAT5,0.4092904,1.4973498166891526e-27,2.480505073943832e-26,10.876163,ENSG00000102908
OGDH,0.4264087,1.506828020591026e-27,2.4939373584436562e-26,10.8755865,ENSG00000105953
ZNF331,0.5601355,1.5207992406013967e-27,2.515917398854069e-26,10.874745,ENSG00000130844
CDH2,0.40697858,1.5846735705635165e-27,2.6203966417510794e-26,10.870993,ENSG00000170558
WWP2,0.37987962,1.5988959785583687e-27,2.6427144971070055e-26,10.870177,ENSG00000198373
ELP2,0.37253636,1.612397386779384e-27,2.663820945889788e-26,10.8694105,ENSG00000134759
TSPAN3,0.51512116,1.636410602262249e-27,2.702266795899003e-26,10.868061,ENSG00000140391
UFSP2,0.56390387,1.6589195181224987e-27,2.738194809332567e-26,10.866815,ENSG00000109775
ATL3,0.6250317,1.7763496131706296e-27,2.930695156989985e-26,10.860571,ENSG00000184743
ASB3,0.4080729,1.824936657168364e-27,3.009492461993409e-26,10.858107,ENSG00000115239
BDH2,1.240858,1.8308964420333084e-27,3.017953881725524e-26,10.857809,ENSG00000164039
DENND4C,0.38376516,2.0442725632404653e-27,3.3681471752358293e-26,10.847735,ENSG00000137145
GPBP1L1,0.37625867,2.0858538498424353e-27,3.435102233399491e-26,10.845895,ENSG00000159592
DEPDC5,0.53339,2.1029059593181348e-27,3.461618977879382e-26,10.84515,ENSG00000100150
LPP,0.41403997,2.117786492313899e-27,3.484538714782363e-26,10.844505,ENSG00000145012
MET,0.8298073,2.4619587438020208e-27,4.0489991770243534e-26,10.830726,ENSG00000105976
FYCO1,0.94649774,2.492683373807426e-27,4.0976788716512863e-26,10.82959,ENSG00000163820
KHDRBS1,0.36758226,2.5199312360832416e-27,4.140601812647247e-26,10.828594,ENSG00000121774
ATG5,0.48701823,2.535324432372052e-27,4.1640159328611256e-26,10.828037,ENSG00000057663
TOPORS,0.99460435,2.569999936813052e-27,4.2190639179096865e-26,10.826793,ENSG00000197579
QRICH1,0.49807554,2.690844385160756e-27,4.415458573793305e-26,10.822583,ENSG00000198218
LARP1B,0.4561742,2.7249632312424318e-27,4.469430683603578e-26,10.821428,ENSG00000138709
COQ8A,0.6393951,2.783473554884639e-27,4.563342597049054e-26,10.819482,ENSG00000163050
RC3H2,0.41378254,2.794685526572076e-27,4.5796619889083005e-26,10.819113,ENSG00000056586
PCMTD1,0.38952005,2.8969122726610388e-27,4.7450458691918016e-26,10.81582,ENSG00000168300
UNC13B,0.6005584,3.052537785163764e-27,4.997707096824774e-26,10.811021,ENSG00000198722
UHRF1,3.0009143,3.0682831573409215e-27,5.0212281494425903e-26,10.810549,ENSG00000276043
TRAM1,0.5262729,3.0846606165230152e-27,5.045762011178618e-26,10.8100605,ENSG00000067167
GOLPH3,0.38652536,3.232100398764712e-27,5.282555252700503e-26,10.805777,ENSG00000113384
NEK4,0.6750895,3.232322614252642e-27,5.282555252700503e-26,10.80577,ENSG00000114904
TRAF1,1.2988064,3.4407600241201876e-27,5.618159372119474e-26,10.800034,ENSG00000056558
SLTM,0.4012754,3.501528283978314e-27,5.714820613008443e-26,10.798427,ENSG00000137776
ADORA1,0.415345,3.614488832391997e-27,5.896539756498987e-26,10.79551,ENSG00000163485
IPO8,0.5176114,3.639250100037447e-27,5.934275622147941e-26,10.794883,ENSG00000133704
ERCC5,0.45405513,3.656235998703903e-27,5.95930461883646e-26,10.794456,ENSG00000134899
EIF1AX,0.61151665,3.7069030664296584e-27,6.03918364451171e-26,10.793191,ENSG00000173674
ZHX1,0.5085907,3.745488303768655e-27,6.09931664207622e-26,10.792239,ENSG00000165156
HABP4,0.43603292,3.805211229151462e-27,6.193802023954539e-26,10.790786,ENSG00000130956
CAB39,0.42872757,3.8139993609859894e-27,6.205332651126981e-26,10.790574,ENSG00000135932
LRPPRC,0.38633665,4.009429041647662e-27,6.52038098546113e-26,10.785981,ENSG00000138095
KCND3,1.4652666,4.022768394002024e-27,6.539153694750075e-26,10.785675,ENSG00000171385
ANKRD28,0.3900643,4.3913052596924054e-27,7.135038247029e-26,10.777614,ENSG00000206560
FAM135B,0.9575182,4.6919611335007e-27,7.620146690143955e-26,10.771519,ENSG00000147724
LINC01135,0.44808534,4.710648881503202e-27,7.647086360824546e-26,10.7711525,ENSG00000234807
KCNIP4,0.40737468,4.7914568119225436e-27,7.774800598739913e-26,10.769587,ENSG00000185774
PSMF1,0.53811556,5.146327762358482e-27,8.346908083875148e-26,10.763006,ENSG00000125818
CDKN1B,0.84244823,5.177222105896475e-27,8.393277440779273e-26,10.762455,ENSG00000111276
POLR2B,0.48749042,5.22580492343289e-27,8.468269197687512e-26,10.761595,ENSG00000047315
MFAP3L,0.3978063,5.548468935138068e-27,8.987137494050149e-26,10.756073,ENSG00000198948
CCDC6,0.6676364,5.5946823920724806e-27,9.057962439312724e-26,10.755308,ENSG00000108091
DOCK4,0.25378,5.671778202885395e-27,9.178701685487245e-26,10.754046,ENSG00000128512
ANKFY1,0.39066625,5.7242557912041e-27,9.259511411342679e-26,10.753197,ENSG00000185722
ADAM19,0.45761794,5.793284215098617e-27,9.367009984021795e-26,10.752091,ENSG00000135074
TMEM230,0.35668314,6.1545373319790985e-27,9.946693889570481e-26,10.746511,ENSG00000089063
UCHL5,0.70107454,6.246108500988308e-27,1.0090208639662212e-25,10.745149,ENSG00000116750
PLEKHA6,0.83600706,6.3055768884684634e-27,1.0181759009441849e-25,10.744274,ENSG00000143850
TTC33,0.5943785,6.421987481472175e-27,1.0365133341106596e-25,10.742586,ENSG00000113638
SH3RF3,1.8574724,6.503175588726619e-27,1.0491521025109156e-25,10.741426,ENSG00000172985
CSPP1,0.3939574,7.15356487138413e-27,1.153567777222493e-25,10.732624,ENSG00000104218
LATS1,0.3537941,7.658285128147775e-27,1.2344111469062276e-25,10.726323,ENSG00000131023
KCNMB2,0.7225496,7.905853298800247e-27,1.2737519040527194e-25,10.723382,ENSG00000197584
ATF1,0.7277508,8.201761201775195e-27,1.3208426752721734e-25,10.719984,ENSG00000123268
UBE2K,0.39316493,8.218562359720831e-27,1.3229632742800836e-25,10.719794,ENSG00000078140
RPL37A,0.36397734,8.33667491375138e-27,1.3413831505060328e-25,10.718474,ENSG00000197756
TLK1,0.45257312,8.436655033264817e-27,1.3568705082651879e-25,10.717372,ENSG00000198586
C1QTNF3,0.6366649,8.95283850434486e-27,1.439252784195166e-25,10.711877,ENSG00000082196
RAB33B-AS1,0.43552226,9.10185730965378e-27,1.4625632319466613e-25,10.710348,ENSG00000273247
PHF2,0.55375534,9.239347239652767e-27,1.4840013749017934e-25,10.708961,ENSG00000197724
SACM1L,0.43029046,9.513402522527125e-27,1.527345734789496e-25,10.706254,ENSG00000211456
ANKRD17,0.40530384,9.52806133251734e-27,1.5290249856307686e-25,10.706111,ENSG00000132466
ZMYM5,0.36473435,1.01814181230042e-26,1.6331532894045329e-25,10.699967,ENSG00000132950
PNPLA6,0.55578196,1.0234239349972784e-26,1.6409032285830427e-25,10.699488,ENSG00000032444
MTFR1,0.40250948,1.0919963064705323e-26,1.7500778834157139e-25,10.693477,ENSG00000066855
RNF149,0.3431199,1.1049569320605896e-26,1.770070031244619e-25,10.692382,ENSG00000163162
AVL9,0.4003143,1.1071092164447255e-26,1.772737941476928e-25,10.692202,ENSG00000105778
GALNTL6,0.404392,1.1629523015030242e-26,1.8613371077946425e-25,10.687637,ENSG00000174473
C3orf38,0.4263724,1.1702992870351651e-26,1.8722731827559066e-25,10.687054,ENSG00000179021
RTN3,0.415223,1.172258802367223e-26,1.8745844317872342e-25,10.686898,ENSG00000133318
CCT3,0.43520537,1.1931852754620764e-26,1.9072108099264762e-25,10.685257,ENSG00000163468
KRCC1,0.38741627,1.2168457830938232e-26,1.943324063772469e-25,10.6834345,ENSG00000172086
ZNF281,0.4068238,1.275136796049789e-26,2.0355230608401983e-25,10.679091,ENSG00000162702
PICK1,0.55741596,1.2774612549507802e-26,2.0383400181975376e-25,10.678923,ENSG00000100151
HMGXB4,0.5118908,1.2974071635552782e-26,2.069259292132054e-25,10.677484,ENSG00000100281
SPART,0.40168208,1.3098429328612357e-26,2.088178672125364e-25,10.676598,ENSG00000133104
PPP1R13B,0.7180939,1.3280507082814366e-26,2.11627931684655e-25,10.675316,ENSG00000088808
PDXDC1,0.30146345,1.362813714346376e-26,2.170724976674551e-25,10.672915,ENSG00000179889
ENSG00000257759,0.7900347,1.3802695328243875e-26,2.197567740673441e-25,10.671734,ENSG00000257759
HLTF,0.4270655,1.386714715200965e-26,2.206864344838179e-25,10.671301,ENSG00000071794
FAIM2,0.3330812,1.5434727700950225e-26,2.455261271502838e-25,10.661346,ENSG00000135472
SLC38A6,0.67653096,1.612962601104671e-26,2.563561511629126e-25,10.65725,ENSG00000139974
CAPN2,0.6178937,1.6234982649770854e-26,2.579180576978431e-25,10.656645,ENSG00000162909
SLC25A16,0.35475913,1.689855028549366e-26,2.6834278804858054e-25,10.652917,ENSG00000122912
MESD,0.57721376,1.7719644186978685e-26,2.812587986644585e-25,10.6485,ENSG00000117899
SAMD4B,0.40397352,1.7767258916380907e-26,2.8189169135654095e-25,10.648251,ENSG00000179134
CASP8AP2,0.53309447,1.8463590144737045e-26,2.9281195311418345e-25,10.6446705,ENSG00000118412
RAB4A,0.47012934,1.8492881065669952e-26,2.931487964140941e-25,10.644523,ENSG00000168118
RLF,0.36332417,1.870149142160213e-26,2.963266778256644e-25,10.643478,ENSG00000117000
UHRF2,0.36380565,1.8877881406977108e-26,2.989914822926709e-25,10.642604,ENSG00000147854
CELF2,0.36217412,1.9330686172467438e-26,3.0602997604864533e-25,10.640395,ENSG00000048740
GUCY1A2,0.80756694,1.944569129883219e-26,3.077168672633975e-25,10.639843,ENSG00000152402
SLC35E4,0.5591179,1.995355673289178e-26,3.156163804335601e-25,10.637441,ENSG00000100036
ATG12,0.49062562,2.0513962056515552e-26,3.2419895243135606e-25,10.634859,ENSG00000145782
DAPK1,1.4247787,2.0577370185917015e-26,3.2505995800850777e-25,10.634571,ENSG00000196730
FBXO9,0.3699882,2.0810406823407806e-26,3.2859867010144195e-25,10.633521,ENSG00000112146
MMP16,0.70946413,2.0978096547749162e-26,3.3110292652650307e-25,10.632772,ENSG00000156103
PIP4P2,0.63831854,2.1735751830447132e-26,3.4291256310669024e-25,10.629464,ENSG00000155099
GRK4,0.53308934,2.3344742941550725e-26,3.6813719358499134e-25,10.622802,ENSG00000125388
MCF2L2,0.44163442,2.343455735358616e-26,3.6939355080466635e-25,10.622443,ENSG00000053524
CEP126,0.63570654,2.3555904544445727e-26,3.7114564962023276e-25,10.621962,ENSG00000110318
OAF,1.1409098,2.386652116287125e-26,3.758770625356696e-25,10.620739,ENSG00000184232
CPSF2,0.6404743,2.4694124629689838e-26,3.8874295979950993e-25,10.617557,ENSG00000165934
SCRN1,0.6153265,2.5214428275450915e-26,3.967622136411922e-25,10.615609,ENSG00000136193
MAN2B2,1.0293005,2.59698572859383e-26,4.084727617691514e-25,10.612852,ENSG00000013288
SFRP1,1.1213475,2.6270465392193686e-26,4.130225327549899e-25,10.611777,ENSG00000104332
SLC2A13,0.6252116,2.6617267494035075e-26,4.18294321964957e-25,10.610552,ENSG00000151229
ATP13A3,0.40567937,2.6884246593860375e-26,4.221255657506011e-25,10.609619,ENSG00000133657
ATG16L1,0.7658809,2.795367499470716e-26,4.387281094427919e-25,10.605974,ENSG00000085978
WDR45B,0.447318,2.875585159853178e-26,4.51123683070116e-25,10.603329,ENSG00000141580
TSC2,0.43620425,2.910372684376897e-26,4.563845399807561e-25,10.602204,ENSG00000103197
CEP295,0.69053024,2.9324896398673216e-26,4.5965481173848e-25,10.601497,ENSG00000166004
DNA2,1.1918731,2.9530991164564675e-26,4.62686080156682e-25,10.6008415,ENSG00000138346
BTBD2,0.7632535,3.070348771297636e-26,4.8084963208812695e-25,10.5972,ENSG00000133243
FAM120C,0.5015155,3.111035812835959e-26,4.870121926783445e-25,10.595968,ENSG00000184083
LPIN2,0.91187143,3.4142404683068755e-26,5.342472021142671e-25,10.587264,ENSG00000101577
DFFA,0.88588226,3.5068913772211023e-26,5.485091444474862e-25,10.584757,ENSG00000160049
BIRC2,0.4826815,3.5969914182978754e-26,5.6211867606464475e-25,10.582381,ENSG00000110330
UBE4A,0.32842863,3.843695942035145e-26,6.004146574061934e-25,10.576165,ENSG00000110344
ENSG00000287277,0.64621466,3.845766361705003e-26,6.004804663910916e-25,10.576115,ENSG00000287277
RBM25,0.35978264,3.920620103456892e-26,6.1190578314218745e-25,10.574307,ENSG00000119707
PRKAR2A,0.36677092,3.981455729020122e-26,6.211343873396773e-25,10.572865,ENSG00000114302
FAF2,0.42979047,4.004994603531274e-26,6.245390299947783e-25,10.572311,ENSG00000113194
RNF24,0.6708685,4.785610354127672e-26,7.459488194113732e-25,10.555602,ENSG00000101236
FGFR1OP2,0.32461935,4.941105998639451e-26,7.698568747216931e-25,10.552599,ENSG00000111790
